PricingKey,ProductKey,ChannelKey,EffectiveDateKey,ChannelMRP,TransferPrice,MarginSpreadAmount,MarginSpreadPct,SourceSystem,ETL_LoadedAt
544,409,7,20220501,3195.00,695.00,2500.00,359.71,May 2022 Pricing Master,2026-09-07T07:48:47.421676
545,404,7,20220501,3195.00,695.00,2500.00,359.71,May 2022 Pricing Master,2026-09-07T07:48:47.421676
546,405,7,20220501,3195.00,695.00,2500.00,359.71,May 2022 Pricing Master,2026-09-07T07:48:47.421676
547,86,7,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
548,85,7,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
549,84,7,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
550,87,7,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
551,82,7,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
552,83,7,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
553,122,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
554,121,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
555,120,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
556,123,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
557,118,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
558,119,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
559,236,7,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
560,235,7,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
561,234,7,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
562,237,7,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
563,232,7,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
564,233,7,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
565,276,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
566,275,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
567,274,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
568,277,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
569,272,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
570,273,7,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
571,1190,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
572,1189,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
573,1188,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
574,1191,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
575,1186,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
576,1187,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
577,1196,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
578,1195,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
579,1194,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
580,1197,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
581,1192,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
582,1193,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
583,1131,7,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
584,1130,7,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
585,1129,7,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
586,1132,7,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
587,1127,7,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
588,1128,7,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
589,1137,7,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
590,1136,7,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
591,1135,7,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
592,1138,7,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
593,1133,7,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
594,1134,7,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
595,1119,7,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
596,1118,7,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
597,1117,7,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
598,1120,7,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
599,1115,7,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
600,1116,7,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
601,1125,7,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
602,1124,7,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
603,1123,7,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
604,1126,7,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
605,1121,7,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
606,1122,7,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
607,1107,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
608,1106,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
609,1105,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
610,1108,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
611,1103,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
612,1104,7,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
613,1113,7,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
614,1112,7,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
615,1111,7,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
616,1114,7,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
617,1109,7,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
618,1110,7,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
619,1264,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
620,1263,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
621,1262,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
622,1265,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
623,1260,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
624,1261,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
625,1155,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
626,1154,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
627,1153,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
628,1156,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
629,1151,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
630,1152,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
631,1161,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
632,1160,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
633,1159,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
634,1162,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
635,1157,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
636,1158,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
637,1143,7,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
638,1142,7,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
639,1141,7,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
640,1144,7,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
641,1139,7,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
642,1140,7,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
643,1179,7,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
644,1178,7,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
645,1177,7,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
646,1180,7,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
647,1175,7,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
648,1176,7,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
649,1232,7,20220501,2975.00,595.00,2380.00,400.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
650,1231,7,20220501,2975.00,595.00,2380.00,400.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
651,1230,7,20220501,2975.00,595.00,2380.00,400.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
652,1233,7,20220501,2975.00,595.00,2380.00,400.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
653,1228,7,20220501,2975.00,595.00,2380.00,400.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
654,1229,7,20220501,2975.00,595.00,2380.00,400.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
655,1238,7,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
656,1237,7,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
657,1236,7,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
658,1239,7,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
659,1234,7,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
660,1235,7,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
661,1250,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
662,1249,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
663,1248,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
664,1251,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
665,1246,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
666,1247,7,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
667,1256,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
668,1255,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
669,1254,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
670,1257,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
671,1252,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
672,1253,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
673,1244,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
674,1243,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
675,1242,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
676,1245,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
677,1240,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
678,1241,7,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
679,1167,7,20220501,3295.00,640.00,2655.00,414.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
680,1166,7,20220501,3295.00,640.00,2655.00,414.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
681,1165,7,20220501,3295.00,640.00,2655.00,414.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
682,1168,7,20220501,3295.00,640.00,2655.00,414.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
683,1163,7,20220501,3295.00,640.00,2655.00,414.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
684,1164,7,20220501,3295.00,640.00,2655.00,414.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
685,1173,7,20220501,2095.00,415.00,1680.00,404.82,May 2022 Pricing Master,2026-09-07T07:48:47.421676
686,1172,7,20220501,2095.00,415.00,1680.00,404.82,May 2022 Pricing Master,2026-09-07T07:48:47.421676
687,1171,7,20220501,2095.00,415.00,1680.00,404.82,May 2022 Pricing Master,2026-09-07T07:48:47.421676
688,1174,7,20220501,2095.00,415.00,1680.00,404.82,May 2022 Pricing Master,2026-09-07T07:48:47.421676
689,1169,7,20220501,2095.00,415.00,1680.00,404.82,May 2022 Pricing Master,2026-09-07T07:48:47.421676
690,1170,7,20220501,2095.00,415.00,1680.00,404.82,May 2022 Pricing Master,2026-09-07T07:48:47.421676
691,1214,7,20220501,3195.00,625.00,2570.00,411.20,May 2022 Pricing Master,2026-09-07T07:48:47.421676
692,1213,7,20220501,3195.00,625.00,2570.00,411.20,May 2022 Pricing Master,2026-09-07T07:48:47.421676
693,1212,7,20220501,3195.00,625.00,2570.00,411.20,May 2022 Pricing Master,2026-09-07T07:48:47.421676
694,1215,7,20220501,3195.00,625.00,2570.00,411.20,May 2022 Pricing Master,2026-09-07T07:48:47.421676
695,1210,7,20220501,3195.00,625.00,2570.00,411.20,May 2022 Pricing Master,2026-09-07T07:48:47.421676
696,1211,7,20220501,3195.00,625.00,2570.00,411.20,May 2022 Pricing Master,2026-09-07T07:48:47.421676
697,1220,7,20220501,2097.00,400.00,1697.00,424.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
698,1219,7,20220501,2097.00,400.00,1697.00,424.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
699,1218,7,20220501,2097.00,400.00,1697.00,424.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
700,1221,7,20220501,2097.00,400.00,1697.00,424.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
701,1216,7,20220501,2097.00,400.00,1697.00,424.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
702,1217,7,20220501,2097.00,400.00,1697.00,424.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
703,1202,7,20220501,3095.00,615.00,2480.00,403.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
704,1201,7,20220501,3095.00,615.00,2480.00,403.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
705,1200,7,20220501,3095.00,615.00,2480.00,403.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
706,1203,7,20220501,3095.00,615.00,2480.00,403.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
707,1198,7,20220501,3095.00,615.00,2480.00,403.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
708,1199,7,20220501,3095.00,615.00,2480.00,403.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
709,1208,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
710,1207,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
711,1206,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
712,1209,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
713,1204,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
714,1205,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
715,252,7,20220501,5997.00,1195.00,4802.00,401.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
716,251,7,20220501,5997.00,1195.00,4802.00,401.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
717,253,7,20220501,5997.00,1195.00,4802.00,401.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
718,250,7,20220501,5997.00,1195.00,4802.00,401.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
719,14,7,20220501,2494.00,818.00,1676.00,204.89,May 2022 Pricing Master,2026-09-07T07:48:47.421676
720,37,7,20220501,4099.00,1044.00,3055.00,292.62,May 2022 Pricing Master,2026-09-07T07:48:47.421676
721,13,7,20220501,2449.00,795.00,1654.00,208.05,May 2022 Pricing Master,2026-09-07T07:48:47.421676
722,1320,7,20220501,4049.00,1395.00,2654.00,190.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
723,1321,7,20220501,4049.00,1395.00,2654.00,190.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
724,1319,7,20220501,4049.00,1395.00,2654.00,190.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
725,1323,7,20220501,4049.00,1395.00,2654.00,190.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
726,1322,7,20220501,4049.00,1395.00,2654.00,190.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
727,1329,7,20220501,3149.00,895.00,2254.00,251.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
728,284,7,20220501,2449.00,625.00,1824.00,291.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
729,10,7,20220501,4549.00,1165.00,3384.00,290.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
730,9,7,20220501,4549.00,1165.00,3384.00,290.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
731,8,7,20220501,4549.00,1165.00,3384.00,290.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
732,7,7,20220501,4549.00,1165.00,3384.00,290.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
733,12,7,20220501,2449.00,795.00,1654.00,208.05,May 2022 Pricing Master,2026-09-07T07:48:47.421676
734,3,7,20220501,299.00,150.00,149.00,99.33,May 2022 Pricing Master,2026-09-07T07:48:47.421676
735,2,7,20220501,199.00,100.00,99.00,99.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
736,6,7,20220501,1695.00,899.00,796.00,88.54,May 2022 Pricing Master,2026-09-07T07:48:47.421676
737,1326,7,20220501,1695.00,699.00,996.00,142.49,May 2022 Pricing Master,2026-09-07T07:48:47.421676
738,766,7,20220501,1595.00,381.00,1214.00,318.64,May 2022 Pricing Master,2026-09-07T07:48:47.421676
739,735,7,20220501,2295.00,570.00,1725.00,302.63,May 2022 Pricing Master,2026-09-07T07:48:47.421676
740,1330,7,20220501,3149.00,895.00,2254.00,251.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
741,1328,7,20220501,3149.00,895.00,2254.00,251.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
742,5,7,20220501,3499.00,995.00,2504.00,251.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
743,1324,7,20220501,4049.00,1395.00,2654.00,190.25,May 2022 Pricing Master,2026-09-07T07:48:47.421676
744,30,7,20220501,299.00,126.00,173.00,137.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
745,32,7,20220501,499.00,252.00,247.00,98.02,May 2022 Pricing Master,2026-09-07T07:48:47.421676
746,31,7,20220501,299.00,126.00,173.00,137.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
747,1297,7,20220501,1995.00,500.00,1495.00,299.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
748,1100,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
749,1325,7,20220501,4899.00,1395.00,3504.00,251.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
750,36,7,20220501,3149.00,806.00,2343.00,290.69,May 2022 Pricing Master,2026-09-07T07:48:47.421676
751,34,7,20220501,3149.00,859.00,2290.00,266.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
752,1259,7,20220501,2195.00,615.00,1580.00,256.91,May 2022 Pricing Master,2026-09-07T07:48:47.421676
753,1102,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
754,20,7,20220501,2494.00,818.00,1676.00,204.89,May 2022 Pricing Master,2026-09-07T07:48:47.421676
755,1304,7,20220501,1695.00,395.00,1300.00,329.11,May 2022 Pricing Master,2026-09-07T07:48:47.421676
756,1302,7,20220501,1695.00,395.00,1300.00,329.11,May 2022 Pricing Master,2026-09-07T07:48:47.421676
757,1301,7,20220501,1695.00,395.00,1300.00,329.11,May 2022 Pricing Master,2026-09-07T07:48:47.421676
758,1300,7,20220501,1695.00,395.00,1300.00,329.11,May 2022 Pricing Master,2026-09-07T07:48:47.421676
759,1303,7,20220501,1695.00,395.00,1300.00,329.11,May 2022 Pricing Master,2026-09-07T07:48:47.421676
760,1298,7,20220501,1695.00,395.00,1300.00,329.11,May 2022 Pricing Master,2026-09-07T07:48:47.421676
761,1299,7,20220501,1695.00,395.00,1300.00,329.11,May 2022 Pricing Master,2026-09-07T07:48:47.421676
762,1318,7,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
763,1316,7,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
764,1315,7,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
765,1314,7,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
766,1317,7,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
767,1312,7,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
768,1313,7,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
769,1311,7,20220501,1795.00,435.00,1360.00,312.64,May 2022 Pricing Master,2026-09-07T07:48:47.421676
770,1309,7,20220501,1795.00,435.00,1360.00,312.64,May 2022 Pricing Master,2026-09-07T07:48:47.421676
771,1308,7,20220501,1795.00,435.00,1360.00,312.64,May 2022 Pricing Master,2026-09-07T07:48:47.421676
772,1307,7,20220501,1795.00,435.00,1360.00,312.64,May 2022 Pricing Master,2026-09-07T07:48:47.421676
773,1310,7,20220501,1795.00,435.00,1360.00,312.64,May 2022 Pricing Master,2026-09-07T07:48:47.421676
774,1305,7,20220501,1795.00,435.00,1360.00,312.64,May 2022 Pricing Master,2026-09-07T07:48:47.421676
775,1306,7,20220501,1795.00,435.00,1360.00,312.64,May 2022 Pricing Master,2026-09-07T07:48:47.421676
776,23,7,20220501,2494.00,818.00,1676.00,204.89,May 2022 Pricing Master,2026-09-07T07:48:47.421676
777,1101,7,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
778,11,7,20220501,4549.00,1165.00,3384.00,290.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
779,4,7,20220501,630.50,630.50,0.00,0.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
780,1331,7,20220501,498.00,498.00,0.00,0.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
781,1258,7,20220501,2195.00,615.00,1580.00,256.91,May 2022 Pricing Master,2026-09-07T07:48:47.421676
782,1327,7,20220501,1365.00,1523.00,-158.00,-10.37,May 2022 Pricing Master,2026-09-07T07:48:47.421676
783,33,7,20220501,733.95,733.95,0.00,0.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
784,554,7,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
785,537,7,20220501,1695.00,424.00,1271.00,299.76,May 2022 Pricing Master,2026-09-07T07:48:47.421676
786,35,7,20220501,3149.00,859.00,2290.00,266.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
787,15,7,20220501,2494.00,818.00,1676.00,204.89,May 2022 Pricing Master,2026-09-07T07:48:47.421676
