ProductKey,SKU,SourceSKU,StyleCode,Category,SubCategory,Size,Color,WeightKg,BaseMRP,TransferPrice,SourceSystem,CreatedDate
1,UNKNOWN-SKU,UNKNOWN-SKU,UNKNOWN-STYLE,UNKNOWN,General,FREE,Standard,0.300,0.00,0.00,System,2026-09-06T03:33:56.948771
2,OS206_3141_S,OS206_3141_S,OS206_3141,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
3,OS206_3141_M,OS206_3141_M,OS206_3141,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
4,OS206_3141_L,OS206_3141_L,OS206_3141,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
5,OS206_3141_XL,OS206_3141_XL,OS206_3141,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
6,OS206_3141_2XL,OS206_3141_2XL,OS206_3141,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
7,OS206_3141_3XL,OS206_3141_3XL,OS206_3141,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
8,OS223_3142_S,OS223_3142_S,OS223_3142,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
9,OS223_3142_M,OS223_3142_M,OS223_3142,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
10,OS223_3142_L,OS223_3142_L,OS223_3142,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
11,OS223_3142_XL,OS223_3142_XL,OS223_3142,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
12,OS223_3142_2XL,OS223_3142_2XL,OS223_3142,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
13,OS223_3142_3XL,OS223_3142_3XL,OS223_3142,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
14,OS212_3143_S,OS212_3143_S,OS212_3143,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
15,OS212_3143_M,OS212_3143_M,OS212_3143,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
16,OS212_3143_L,OS212_3143_L,OS212_3143,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
17,OS212_3143_XL,OS212_3143_XL,OS212_3143,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
18,OS212_3143_2XL,OS212_3143_2XL,OS212_3143,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
19,OS212_3143_3XL,OS212_3143_3XL,OS212_3143,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
20,OS214_3144_S,OS214_3144_S,OS214_3144,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
21,OS214_3144_M,OS214_3144_M,OS214_3144,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
22,OS214_3144_L,OS214_3144_L,OS214_3144,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
23,OS214_3144_XL,OS214_3144_XL,OS214_3144,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
24,OS214_3144_2XL,OS214_3144_2XL,OS214_3144,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
25,OS214_3144_3XL,OS214_3144_3XL,OS214_3144,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
26,OS207_3145_S,OS207_3145_S,OS207_3145,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
27,OS207_3145_M,OS207_3145_M,OS207_3145,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
28,OS207_3145_L,OS207_3145_L,OS207_3145,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
29,OS207_3145_XL,OS207_3145_XL,OS207_3145,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
30,OS207_3145_2XL,OS207_3145_2XL,OS207_3145,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
31,OS207_3145_3XL,OS207_3145_3XL,OS207_3145,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
32,OS202_3146_S,OS202_3146_S,OS202_3146,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
33,OS202_3146_M,OS202_3146_M,OS202_3146,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
34,OS202_3146_L,OS202_3146_L,OS202_3146,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
35,OS202_3146_XL,OS202_3146_XL,OS202_3146,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
36,OS202_3146_2XL,OS202_3146_2XL,OS202_3146,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
37,OS202_3146_3XL,OS202_3146_3XL,OS202_3146,KURTA,Moments,STANDARD,Standard,0.300,2295.00,538.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
38,OS181_5051_S,OS181_5051_S,OS181_5051,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
39,OS181_5051_M,OS181_5051_M,OS181_5051,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
40,OS181_5051_L,OS181_5051_L,OS181_5051,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
41,OS181_5051_XL,OS181_5051_XL,OS181_5051,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
42,OS181_5051_2XL,OS181_5051_2XL,OS181_5051,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
43,OS181_5051_3XL,OS181_5051_3XL,OS181_5051,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
44,OS191_5052_S,OS191_5052_S,OS191_5052,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
45,OS191_5052_M,OS191_5052_M,OS191_5052,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
46,OS191_5052_L,OS191_5052_L,OS191_5052,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
47,OS191_5052_XL,OS191_5052_XL,OS191_5052,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
48,OS191_5052_2XL,OS191_5052_2XL,OS191_5052,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
49,OS191_5052_3XL,OS191_5052_3XL,OS191_5052,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
50,OS197_5053_S,OS197_5053_S,OS197_5053,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
51,OS197_5053_M,OS197_5053_M,OS197_5053,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
52,OS197_5053_L,OS197_5053_L,OS197_5053,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
53,OS197_5053_XL,OS197_5053_XL,OS197_5053,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
54,OS197_5053_2XL,OS197_5053_2XL,OS197_5053,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
55,OS197_5053_3XL,OS197_5053_3XL,OS197_5053,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
56,OS219_5054_S,OS219_5054_S,OS219_5054,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
57,OS219_5054_M,OS219_5054_M,OS219_5054,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
58,OS219_5054_L,OS219_5054_L,OS219_5054,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
59,OS219_5054_XL,OS219_5054_XL,OS219_5054,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
60,OS219_5054_2XL,OS219_5054_2XL,OS219_5054,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
61,OS219_5054_3XL,OS219_5054_3XL,OS219_5054,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
62,OS195_5055_S,OS195_5055_S,OS195_5055,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
63,OS195_5055_M,OS195_5055_M,OS195_5055,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
64,OS195_5055_L,OS195_5055_L,OS195_5055,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
65,OS195_5055_XL,OS195_5055_XL,OS195_5055,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
66,OS195_5055_2XL,OS195_5055_2XL,OS195_5055,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
67,OS195_5055_3XL,OS195_5055_3XL,OS195_5055,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
68,OS189_5056_S,OS189_5056_S,OS189_5056,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
69,OS189_5056_M,OS189_5056_M,OS189_5056,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
70,OS189_5056_L,OS189_5056_L,OS189_5056,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
71,OS189_5056_XL,OS189_5056_XL,OS189_5056,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
72,OS189_5056_2XL,OS189_5056_2XL,OS189_5056,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
73,OS189_5056_3XL,OS189_5056_3XL,OS189_5056,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
74,OS182_5057_S,OS182_5057_S,OS182_5057,KURTA,Colors-8,STANDARD,Standard,0.300,254.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
75,OS182_5057_M,OS182_5057_M,OS182_5057,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
76,OS182_5057_L,OS182_5057_L,OS182_5057,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
77,OS182_5057_XL,OS182_5057_XL,OS182_5057,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
78,OS182_5057_2XL,OS182_5057_2XL,OS182_5057,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
79,OS182_5057_3XL,OS182_5057_3XL,OS182_5057,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
80,OS209_5058_S,OS209_5058_S,OS209_5058,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
81,OS209_5058_M,OS209_5058_M,OS209_5058,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
82,OS209_5058_L,OS209_5058_L,OS209_5058,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
83,OS209_5058_XL,OS209_5058_XL,OS209_5058,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
84,OS209_5058_2XL,OS209_5058_2XL,OS209_5058,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
85,OS209_5058_3XL,OS209_5058_3XL,OS209_5058,KURTA,Colors-8,STANDARD,Standard,0.300,1895.00,438.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
86,OS218_3151_S,OS218_3151_S,OS218_3151,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
87,OS218_3151_M,OS218_3151_M,OS218_3151,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
88,OS218_3151_L,OS218_3151_L,OS218_3151,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
89,OS218_3151_XL,OS218_3151_XL,OS218_3151,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
90,OS218_3151_2XL,OS218_3151_2XL,OS218_3151,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
91,OS218_3151_3XL,OS218_3151_3XL,OS218_3151,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
92,OS201_3152_S,OS201_3152_S,OS201_3152,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
93,OS201_3152_M,OS201_3152_M,OS201_3152,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
94,OS201_3152_L,OS201_3152_L,OS201_3152,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
95,OS201_3152_XL,OS201_3152_XL,OS201_3152,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
96,OS201_3152_2XL,OS201_3152_2XL,OS201_3152,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
97,OS201_3152_3XL,OS201_3152_3XL,OS201_3152,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
98,OS175_3153_S,OS175_3153_S,OS175_3153,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
99,OS175_3153_M,OS175_3153_M,OS175_3153,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
100,OS175_3153_L,OS175_3153_L,OS175_3153,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
101,OS175_3153_XL,OS175_3153_XL,OS175_3153,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
102,OS175_3153_2XL,OS175_3153_2XL,OS175_3153,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
103,OS175_3153_3XL,OS175_3153_3XL,OS175_3153,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
104,OS220_3154_S,OS220_3154_S,OS220_3154,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
105,OS220_3154_M,OS220_3154_M,OS220_3154,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
106,OS220_3154_L,OS220_3154_L,OS220_3154,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
107,OS220_3154_XL,OS220_3154_XL,OS220_3154,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
108,OS220_3154_2XL,OS220_3154_2XL,OS220_3154,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
109,OS220_3154_3XL,OS220_3154_3XL,OS220_3154,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
110,OS174_3155_S,OS174_3155_S,OS174_3155,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
111,OS174_3155_M,OS174_3155_M,OS174_3155,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
112,OS174_3155_L,OS174_3155_L,OS174_3155,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
113,OS174_3155_XL,OS174_3155_XL,OS174_3155,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
114,OS174_3155_2XL,OS174_3155_2XL,OS174_3155,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
115,OS174_3155_3XL,OS174_3155_3XL,OS174_3155,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
116,OS222_3156_S,OS222_3156_S,OS222_3156,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
117,OS222_3156_M,OS222_3156_M,OS222_3156,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
118,OS222_3156_L,OS222_3156_L,OS222_3156,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
119,OS222_3156_XL,OS222_3156_XL,OS222_3156,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
120,OS222_3156_2XL,OS222_3156_2XL,OS222_3156,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
121,OS222_3156_3XL,OS222_3156_3XL,OS222_3156,KURTA,Breeze-4,STANDARD,Standard,0.300,2195.00,505.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
122,OS228_1432_S,OS228_1432_S,OS228_1432,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
123,OS228_1432_M,OS228_1432_M,OS228_1432,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
124,OS228_1432_L,OS228_1432_L,OS228_1432,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
125,OS228_1432_XL,OS228_1432_XL,OS228_1432,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
126,OS228_1432_2XL,OS228_1432_2XL,OS228_1432,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
127,OS228_1432_3XL,OS228_1432_3XL,OS228_1432,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
128,OS227_1437_S,OS227_1437_S,OS227_1437,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
129,OS227_1437_M,OS227_1437_M,OS227_1437,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
130,OS227_1437_L,OS227_1437_L,OS227_1437,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
131,OS227_1437_XL,OS227_1437_XL,OS227_1437,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
132,OS227_1437_2XL,OS227_1437_2XL,OS227_1437,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
133,OS227_1437_3XL,OS227_1437_3XL,OS227_1437,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
134,OS224_1433_S,OS224_1433_S,OS224_1433,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
135,OS224_1433_M,OS224_1433_M,OS224_1433,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
136,OS224_1433_L,OS224_1433_L,OS224_1433,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
137,OS224_1433_XL,OS224_1433_XL,OS224_1433,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
138,OS224_1433_2XL,OS224_1433_2XL,OS224_1433,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
139,OS224_1433_3XL,OS224_1433_3XL,OS224_1433,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
140,OS232_1431_S,OS232_1431_S,OS232_1431,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
141,OS232_1431_M,OS232_1431_M,OS232_1431,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
142,OS232_1431_L,OS232_1431_L,OS232_1431,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
143,OS232_1431_XL,OS232_1431_XL,OS232_1431,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
144,OS232_1431_2XL,OS232_1431_2XL,OS232_1431,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
145,OS232_1431_3XL,OS232_1431_3XL,OS232_1431,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
146,OS226_1436_S,OS226_1436_S,OS226_1436,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
147,OS226_1436_M,OS226_1436_M,OS226_1436,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
148,OS226_1436_L,OS226_1436_L,OS226_1436,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
149,OS226_1436_XL,OS226_1436_XL,OS226_1436,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
150,OS226_1436_2XL,OS226_1436_2XL,OS226_1436,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
151,OS226_1436_3XL,OS226_1436_3XL,OS226_1436,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
152,OS230_1438_S,OS230_1438_S,OS230_1438,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
153,OS230_1438_M,OS230_1438_M,OS230_1438,KURTA SET,Rozana,STANDARD,Standard,0.400,2495.00,590.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
