InventoryKey,SnapshotDateKey,ProductKey,StockOnHandQuantity,ReorderThreshold,StockValueAtCost,StockValueAtMRP,SourceSystem,ETL_LoadedAt
1327,20220601,3661,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1328,20220601,3665,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1329,20220601,3668,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1330,20220601,3675,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1331,20220601,3697,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1332,20220601,3699,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1333,20220601,3708,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1334,20220601,3713,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1335,20220601,3715,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1336,20220601,3716,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1337,20220601,3723,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1338,20220601,3724,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1339,20220601,3726,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1340,20220601,3732,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1341,20220601,3735,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1342,20220601,3738,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1343,20220601,3740,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1344,20220601,3747,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1345,20220601,3748,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1346,20220601,3755,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1347,20220601,3758,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1348,20220601,3760,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1349,20220601,3761,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1350,20220601,3763,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1351,20220601,3770,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1352,20220601,3775,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1353,20220601,3777,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1354,20220601,3778,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1355,20220601,3784,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1356,20220601,3786,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1357,20220601,3788,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1358,20220601,3790,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1359,20220601,3792,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1360,20220601,3796,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1361,20220601,3799,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1362,20220601,3807,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1363,20220601,3808,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1364,20220601,3809,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1365,20220601,3811,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1366,20220601,3815,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1367,20220601,3825,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1368,20220601,3830,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1369,20220601,3832,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1370,20220601,3835,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1371,20220601,3836,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1372,20220601,3839,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1373,20220601,3840,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1374,20220601,3844,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1375,20220601,3846,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1376,20220601,3857,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1377,20220601,3858,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1378,20220601,1335,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1379,20220601,1342,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1380,20220601,1352,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1381,20220601,1355,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1382,20220601,1359,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1383,20220601,1363,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1384,20220601,1364,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1385,20220601,1366,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1386,20220601,1371,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1387,20220601,1373,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1388,20220601,1374,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1389,20220601,1384,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1390,20220601,1386,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1391,20220601,1391,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1392,20220601,1394,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1393,20220601,1395,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1394,20220601,1397,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1395,20220601,1400,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1396,20220601,1406,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1397,20220601,1410,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1398,20220601,1411,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1399,20220601,1412,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1400,20220601,1414,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1401,20220601,1416,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1402,20220601,1418,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1403,20220601,1425,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1404,20220601,1432,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1405,20220601,1445,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1406,20220601,1446,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1407,20220601,6068,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1408,20220601,6070,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1409,20220601,6071,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1410,20220601,6075,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1411,20220601,6081,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1412,20220601,6083,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1413,20220601,6086,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1414,20220601,4866,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1415,20220601,4869,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1416,20220601,4880,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1417,20220601,4882,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1418,20220601,4891,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1419,20220601,4895,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1420,20220601,4897,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1421,20220601,4900,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1422,20220601,4903,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1423,20220601,4910,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1424,20220601,4920,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1425,20220601,4921,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1426,20220601,4925,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1427,20220601,4931,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1428,20220601,4934,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1429,20220601,4939,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1430,20220601,4943,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1431,20220601,4949,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1432,20220601,4954,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1433,20220601,4955,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1434,20220601,4958,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1435,20220601,1334,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1436,20220601,1340,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1437,20220601,1341,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1438,20220601,1345,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1439,20220601,1350,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1440,20220601,1351,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1441,20220601,1361,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1442,20220601,1372,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1443,20220601,1378,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1444,20220601,1380,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1445,20220601,1381,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1446,20220601,1390,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1447,20220601,1405,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1448,20220601,1413,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1449,20220601,1415,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1450,20220601,1420,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1451,20220601,1421,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1452,20220601,1429,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1453,20220601,1433,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1454,20220601,1434,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1455,20220601,1436,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1456,20220601,1440,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1457,20220601,1449,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1458,20220601,6060,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1459,20220601,6062,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1460,20220601,6063,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1461,20220601,6064,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1462,20220601,6067,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1463,20220601,6072,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1464,20220601,6074,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1465,20220601,6076,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1466,20220601,6077,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1467,20220601,6085,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1468,20220601,6088,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1469,20220601,6092,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1470,20220601,6095,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1471,20220601,6099,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1472,20220601,6100,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1473,20220601,6105,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1474,20220601,6106,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1475,20220601,6111,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1476,20220601,6116,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1477,20220601,6120,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1478,20220601,6121,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1479,20220601,6125,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1480,20220601,6130,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1481,20220601,6132,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1482,20220601,6133,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1483,20220601,6135,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1484,20220601,6140,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1485,20220601,6145,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1486,20220601,6150,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1487,20220601,6162,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1488,20220601,6165,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1489,20220601,6172,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1490,20220601,6175,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1491,20220601,6177,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1492,20220601,6195,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1493,20220601,6204,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1494,20220601,6213,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1495,20220601,6215,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1496,20220601,6217,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1497,20220601,6222,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1498,20220601,6225,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1499,20220601,6229,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1500,20220601,6232,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1501,20220601,6237,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1502,20220601,6239,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1503,20220601,6244,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1504,20220601,6246,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1505,20220601,6260,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1506,20220601,6263,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1507,20220601,6280,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1508,20220601,6281,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1509,20220601,6282,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1510,20220601,6290,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1511,20220601,6292,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1512,20220601,6295,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1513,20220601,6297,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1514,20220601,6298,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1515,20220601,6300,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1516,20220601,6306,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1517,20220601,6312,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1518,20220601,6313,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1519,20220601,6314,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1520,20220601,6315,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1521,20220601,6318,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1522,20220601,6325,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1523,20220601,6327,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1524,20220601,6329,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1525,20220601,6334,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1526,20220601,6336,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1527,20220601,6337,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1528,20220601,6339,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1529,20220601,6341,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1530,20220601,6344,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1531,20220601,6346,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1532,20220601,6348,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1533,20220601,6353,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1534,20220601,6355,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1535,20220601,6356,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1536,20220601,6364,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1537,20220601,6365,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1538,20220601,6370,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1539,20220601,6378,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1540,20220601,6380,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1541,20220601,6387,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1542,20220601,3847,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1543,20220601,3856,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1544,20220601,3861,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1545,20220601,3863,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1546,20220601,3864,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1547,20220601,3867,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1548,20220601,3868,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1549,20220601,3876,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1550,20220601,3878,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1551,20220601,3879,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1552,20220601,3883,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1553,20220601,3887,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1554,20220601,3888,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1555,20220601,3898,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1556,20220601,3899,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1557,20220601,3901,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1558,20220601,3906,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1559,20220601,3913,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1560,20220601,3922,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1561,20220601,3923,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1562,20220601,3931,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1563,20220601,3941,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1564,20220601,3943,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1565,20220601,3950,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1566,20220601,3953,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1567,20220601,3957,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1568,20220601,3963,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1569,20220601,3966,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1570,20220601,3968,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1571,20220601,3264,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1572,20220601,3269,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1573,20220601,3271,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1574,20220601,3277,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1575,20220601,3288,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1576,20220601,3296,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1577,20220601,3297,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1578,20220601,3303,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1579,20220601,3304,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1580,20220601,3306,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1581,20220601,3307,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1582,20220601,3309,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1583,20220601,3312,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1584,20220601,3315,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1585,20220601,3318,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1586,20220601,3320,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1587,20220601,3321,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1588,20220601,3326,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1589,20220601,3327,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1590,20220601,3329,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1591,20220601,3338,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1592,20220601,3339,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1593,20220601,3342,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1594,20220601,3344,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1595,20220601,3350,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1596,20220601,3354,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1597,20220601,3360,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1598,20220601,3378,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1599,20220601,3383,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1600,20220601,3392,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1601,20220601,3393,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1602,20220601,3394,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1603,20220601,3400,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1604,20220601,3408,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1605,20220601,3412,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1606,20220601,3413,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1607,20220601,3416,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1608,20220601,3429,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1609,20220601,3432,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1610,20220601,3434,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1611,20220601,3436,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1612,20220601,3444,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1613,20220601,3446,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1614,20220601,3448,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1615,20220601,3457,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1616,20220601,3458,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1617,20220601,3459,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1618,20220601,3461,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1619,20220601,3477,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1620,20220601,3485,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1621,20220601,3488,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1622,20220601,3496,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1623,20220601,3499,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1624,20220601,3506,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1625,20220601,3515,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1626,20220601,3521,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1627,20220601,3527,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
1628,20220601,3528,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
