InventoryKey,SnapshotDateKey,ProductKey,StockOnHandQuantity,ReorderThreshold,StockValueAtCost,StockValueAtMRP,SourceSystem,ETL_LoadedAt
2809,20220601,3870,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2810,20220601,3873,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2811,20220601,3875,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2812,20220601,3890,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2813,20220601,3910,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2814,20220601,3911,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2815,20220601,3912,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2816,20220601,3917,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2817,20220601,3918,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2818,20220601,3926,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2819,20220601,3927,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2820,20220601,3930,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2821,20220601,3938,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2822,20220601,3942,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2823,20220601,3962,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2824,20220601,3965,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2825,20220601,3973,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2826,20220601,3974,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2827,20220601,6107,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2828,20220601,6117,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2829,20220601,6119,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2830,20220601,6123,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2831,20220601,6136,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2832,20220601,6137,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2833,20220601,6138,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2834,20220601,6142,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2835,20220601,6144,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2836,20220601,6146,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2837,20220601,6148,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2838,20220601,6151,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2839,20220601,6154,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2840,20220601,6157,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2841,20220601,6163,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2842,20220601,6166,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2843,20220601,6167,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2844,20220601,6176,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2845,20220601,6183,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2846,20220601,6185,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2847,20220601,6188,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2848,20220601,6196,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2849,20220601,6200,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2850,20220601,6207,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2851,20220601,6208,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2852,20220601,6210,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2853,20220601,6212,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2854,20220601,6221,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2855,20220601,6223,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2856,20220601,6226,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2857,20220601,6233,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2858,20220601,6235,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2859,20220601,6241,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2860,20220601,6242,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2861,20220601,6243,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2862,20220601,6245,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2863,20220601,6247,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2864,20220601,6249,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2865,20220601,6251,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2866,20220601,6254,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2867,20220601,6259,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2868,20220601,6262,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2869,20220601,6264,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2870,20220601,6265,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2871,20220601,6283,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2872,20220601,6286,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2873,20220601,6296,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2874,20220601,6303,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2875,20220601,6305,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2876,20220601,6307,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2877,20220601,6319,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2878,20220601,6320,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2879,20220601,6323,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2880,20220601,6326,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2881,20220601,6330,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2882,20220601,6345,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2883,20220601,6347,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2884,20220601,6349,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2885,20220601,6350,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2886,20220601,6358,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2887,20220601,6359,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2888,20220601,6360,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2889,20220601,6361,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2890,20220601,6363,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2891,20220601,6368,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2892,20220601,6371,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2893,20220601,6377,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2894,20220601,6379,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2895,20220601,6390,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2896,20220601,6392,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2897,20220601,6395,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2898,20220601,6396,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2899,20220601,6402,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2900,20220601,6403,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2901,20220601,6413,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2902,20220601,6418,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2903,20220601,6420,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2904,20220601,6430,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2905,20220601,6432,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2906,20220601,6435,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2907,20220601,6436,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2908,20220601,6440,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2909,20220601,6443,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2910,20220601,6444,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2911,20220601,6447,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2912,20220601,6452,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2913,20220601,6456,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2914,20220601,6468,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2915,20220601,6473,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2916,20220601,6480,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2917,20220601,6492,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2918,20220601,6496,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2919,20220601,6497,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2920,20220601,6500,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2921,20220601,6506,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2922,20220601,6509,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2923,20220601,6513,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2924,20220601,6515,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2925,20220601,6520,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2926,20220601,6524,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2927,20220601,6527,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2928,20220601,6528,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2929,20220601,6530,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2930,20220601,6536,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2931,20220601,6540,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2932,20220601,6541,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2933,20220601,6543,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2934,20220601,6549,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2935,20220601,6552,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2936,20220601,6554,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2937,20220601,6557,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2938,20220601,6563,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2939,20220601,6567,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2940,20220601,6580,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2941,20220601,6582,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2942,20220601,6587,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2943,20220601,6588,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2944,20220601,6598,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2945,20220601,6606,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2946,20220601,6608,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2947,20220601,6612,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2948,20220601,6616,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2949,20220601,6617,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2950,20220601,6621,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2951,20220601,6624,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2952,20220601,6632,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2953,20220601,6637,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2954,20220601,6641,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2955,20220601,6643,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2956,20220601,6645,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2957,20220601,6651,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2958,20220601,6653,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2959,20220601,6655,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2960,20220601,6660,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2961,20220601,6667,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2962,20220601,6673,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2963,20220601,6675,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2964,20220601,6678,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2965,20220601,6681,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2966,20220601,6682,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2967,20220601,6684,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2968,20220601,6686,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2969,20220601,6688,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2970,20220601,6690,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2971,20220601,6693,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2972,20220601,6694,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2973,20220601,6700,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2974,20220601,6705,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2975,20220601,6709,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2976,20220601,6716,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2977,20220601,6717,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2978,20220601,6718,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2979,20220601,6726,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2980,20220601,6728,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2981,20220601,6733,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2982,20220601,6735,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2983,20220601,6743,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2984,20220601,6751,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2985,20220601,6752,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2986,20220601,6761,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2987,20220601,6766,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2988,20220601,6770,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2989,20220601,6787,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2990,20220601,6795,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2991,20220601,6799,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2992,20220601,6801,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2993,20220601,6804,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2994,20220601,6808,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2995,20220601,6810,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2996,20220601,6815,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2997,20220601,6820,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2998,20220601,6822,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
2999,20220601,6823,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3000,20220601,6825,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3001,20220601,6828,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3002,20220601,6829,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3003,20220601,6830,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3004,20220601,6839,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3005,20220601,6841,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3006,20220601,6850,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3007,20220601,6853,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3008,20220601,3937,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3009,20220601,3939,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3010,20220601,3947,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3011,20220601,3951,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3012,20220601,3955,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3013,20220601,3958,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3014,20220601,3964,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3015,20220601,3967,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3016,20220601,3969,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3017,20220601,3972,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3018,20220601,3979,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3019,20220601,3981,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3020,20220601,3982,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3021,20220601,3989,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3022,20220601,3996,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3023,20220601,3998,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3024,20220601,3999,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3025,20220601,4002,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3026,20220601,4003,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3027,20220601,4005,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3028,20220601,4008,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3029,20220601,4013,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3030,20220601,4024,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3031,20220601,4027,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3032,20220601,4033,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3033,20220601,4036,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3034,20220601,4039,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3035,20220601,4042,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3036,20220601,4043,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3037,20220601,4047,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3038,20220601,4048,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3039,20220601,4052,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3040,20220601,4054,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3041,20220601,4065,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3042,20220601,4084,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3043,20220601,4085,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3044,20220601,4086,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3045,20220601,4096,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3046,20220601,4097,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3047,20220601,4102,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3048,20220601,4112,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3049,20220601,4119,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3050,20220601,4129,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3051,20220601,4130,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3052,20220601,4135,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3053,20220601,4138,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3054,20220601,4143,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3055,20220601,4146,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3056,20220601,4147,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3057,20220601,4152,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3058,20220601,4156,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3059,20220601,4159,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3060,20220601,4163,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3061,20220601,4165,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3062,20220601,4174,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3063,20220601,4175,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3064,20220601,4179,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3065,20220601,4185,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3066,20220601,4187,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3067,20220601,4188,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3068,20220601,4212,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3069,20220601,4215,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3070,20220601,4217,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3071,20220601,4221,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3072,20220601,4224,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3073,20220601,4238,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3074,20220601,4243,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3075,20220601,4246,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3076,20220601,4250,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3077,20220601,4253,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3078,20220601,4257,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3079,20220601,4261,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3080,20220601,4263,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3081,20220601,4264,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3082,20220601,4270,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3083,20220601,4275,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3084,20220601,4277,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3085,20220601,4283,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3086,20220601,4285,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3087,20220601,4290,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3088,20220601,4293,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3089,20220601,4299,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3090,20220601,4301,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3091,20220601,4303,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3092,20220601,4306,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3093,20220601,4313,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3094,20220601,4316,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3095,20220601,4322,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3096,20220601,4324,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3097,20220601,4325,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3098,20220601,4326,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3099,20220601,4328,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3100,20220601,4329,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3101,20220601,4338,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3102,20220601,4339,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3103,20220601,4342,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3104,20220601,4347,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3105,20220601,4350,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3106,20220601,4353,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3107,20220601,4354,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3108,20220601,4357,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3109,20220601,4359,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
3110,20220601,4375,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
