TotalGMV,TotalNetRevenue,TotalOrders,ValidOrders,TotalUnitsSold,TotalActiveCustomers,TotalB2BWholesaleClients,TotalGlobalB2CCustomers,AverageOrderValue,TotalGrossProfit,BlendedGrossMarginPct,TotalMarketingSpend,TotalAttributedAdRevenue,BlendedMarketingROAS,TotalTrackedSKUs,OutOfStockSKUCount,TotalWarehouseStockUnits,TotalStockValuationAtCost,HiLystPlatformCompatibilityScore
212838687.41,202949728.72,402861,382648,782173,170180,161,43233,530.380000,86772466.75,40.770000,541191.68,3749073.00,6.930000,40802,6618,0,0.00,88.5
