ProductKey,SKU,ProductName,Category,BaseMRP,TransferPrice,AmazonMRP,MyntraMRP,AjioMRP,FlipkartMRP,LimeroadMRP,PaytmMRP,SnapdealMRP,MaxCrossChannelSpreadAmount,ArbitrageSpreadPct
260,OS1111_2XL,KURTA SET - OS1111 (SURMAYA),KURTA SET,1895.00,825.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1093,OS273_S,KURTA SET - OS273 (FOUR GEMS 2),KURTA SET,2795.00,680.00,2795.00,2795.00,2995.00,2795.00,2795.00,2795.00,2795.00,200.00,7.160000000000000
924,OS225_1434_L,KURTA SET - OS225_1434 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
429,OS141_1331_S,KURTA - OS141_1331 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
283,OS1120_XL,KURTA SET - OS1120 (SURMAYA),KURTA SET,1895.00,510.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1070,OS269_XL,KURTA - OS269 (MIX),KURTA,1195.00,220.00,1195.00,1195.00,1195.00,1195.00,1195.00,1195.00,1195.00,0.00,0E-15
406,OS136_L,GOWN - OS136 (MIX),GOWN,3195.00,695.00,3195.00,3195.00,3195.00,3195.00,3195.00,3195.00,3195.00,0.00,0E-15
947,OS229_1435_3XL,KURTA SET - OS229_1435 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
1216,OS290KR_2XL,KURTA - OS290KR (MIX),KURTA,2097.00,400.00,2097.00,2097.00,2097.00,2097.00,2097.00,2097.00,2097.00,0.00,0E-15
801,OS204_3091_S,KURTA - OS204_3091 (MIX),KURTA,2138.00,529.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,0.00,0E-15
220,OS110_14253_2XL,KURTA - OS110_14253 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
469,OS149_L,KURTA - OS149 (MIX),KURTA,1795.00,425.00,1695.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,100.00,5.900000000000000
114,OS1064_L,KURTA SET - OS1064 (SURMAYA),KURTA SET,1895.00,695.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1110,OS276KR_3XL,KURTA - OS276KR (MIX),KURTA,2495.00,490.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
907,OS222_3156_M,KURTA - OS222_3156 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
755,OS197_5053_3XL,KURTA - OS197_5053 (COLORS-8),KURTA,1895.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
423,OS139_14275_S,GOWN - OS139_14275 (MIX),GOWN,2795.00,695.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,0.00,0E-15
277,OS1119_XL,KURTA SET - OS1119 (SURMAYA),KURTA SET,4895.00,1150.00,4895.00,4895.00,4895.00,4895.00,4895.00,4895.00,4895.00,0.00,0E-15
609,OS172_1092_2XL,KURTA - OS172_1092 (MIX),KURTA,2298.00,570.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
68,OS105_3062_S,KURTA - OS105_3062 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
715,OS189_5056_S,KURTA - OS189_5056 (COLORS-8),KURTA,1778.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1053,OS265_XL,KURTA - OS265 (MIX),KURTA,1895.00,410.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1302,OSKR167_S,NILL - OSKR167 (NILL),NILL,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
964,OS232_1431_2XL,KURTA SET - OS232_1431 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
366,OS125_M,KURTA - OS125 (MIX),KURTA,2095.00,450.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,0.00,0E-15
28,IVORY-1426_M,NILL - IVORY-1426 (NILL),NILL,2494.00,818.00,2494.00,2494.00,2494.00,2494.00,2494.00,2494.00,2494.00,0.00,0E-15
323,OS116_14254_L,KURTA - OS116_14254 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
1010,OS258_15378_S,KURTA - OS258_15378 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
1007,OS258_15378_3XL,KURTA - OS258_15378 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
174,OS1086_L,KURTA SET - OS1086 (SURMAYA),KURTA SET,2150.00,940.00,2150.00,2150.00,2150.00,2150.00,2150.00,2150.00,2150.00,0.00,0E-15
1256,OS307KR_S,KURTA - OS307KR (MIX),KURTA,2195.00,425.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
761,OS198_5045_3XL,KURTA - OS198_5045 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
861,OS214_3144_XL,KURTA - OS214_3144 (MOMENTS),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
74,OS1051_S,KURTA SET - OS1051 (SURMAYA),KURTA SET,1995.00,900.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
320,OS115_XL,KURTA - OS115 (MIX),KURTA,1995.00,425.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
1156,OS280_XL,KURTA SET - OS280 (MIX),KURTA SET,3297.00,650.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,0.00,0E-15
615,OS173_3090_2XL,KURTA - OS173_3090 (MIX),KURTA,1895.00,457.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
131,OS1071_3XL,KURTA SET - OS1071 (SURMAYA),KURTA SET,2495.00,950.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
512,OS156_M,KURTA - OS156 (MIX),KURTA,1895.00,395.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1176,OS283_3XL,KURTA - OS283 (MIX),KURTA,2197.00,425.00,2197.00,2197.00,2197.00,2197.00,2197.00,2197.00,2197.00,0.00,0E-15
841,OS211_3011_L,KURTA - OS211_3011 (MIX),KURTA,1878.00,467.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
486,OS152_3XL,KURTA - OS152 (MIX),KURTA,1795.00,425.00,1695.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,100.00,5.900000000000000
1219,OS290KR_M,KURTA - OS290KR (MIX),KURTA,2097.00,400.00,2097.00,2097.00,2097.00,2097.00,2097.00,2097.00,2097.00,0.00,0E-15
1296,OS326_XS,KURTA - OS326 (MIX),KURTA,1878.00,467.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
798,OS204_3091_3XL,KURTA - OS204_3091 (MIX),KURTA,2210.00,529.00,2395.00,2395.00,2395.00,2295.00,2295.00,2395.00,2395.00,100.00,4.360000000000000
157,OS1076_M,KURTA SET - OS1076 (SURMAYA),KURTA SET,2495.00,1040.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
1196,OS287KR_S,KURTA - OS287KR (MIX),KURTA,2195.00,425.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
1319,PETALS-1232_2XL,NILL - PETALS-1232 (NILL),NILL,4049.00,1395.00,4049.00,4049.00,4049.00,4049.00,4049.00,4049.00,4049.00,0.00,0E-15
821,OS208_5043_2XL,KURTA - OS208_5043 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
655,OS179_1116_S,KURTA - OS179_1116 (MIX),KURTA,2298.00,570.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,0.00,0E-15
698,OS186_1377_XL,KURTA - OS186_1377 (MIX),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
506,OS155_M,KURTA - OS155 (MIX),KURTA,1895.00,395.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
678,OS183_5044_M,KURTA - OS183_5044 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
529,OS159_L,KURTA - OS159 (MIX),KURTA,1895.00,385.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
884,OS218_3151_S,KURTA - OS218_3151 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
137,OS1073_3XL,KURTA - OS1073 (MIX),KURTA,2095.00,500.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,0.00,0E-15
1133,OS278KR_2XL,KURTA - OS278KR (MIX),KURTA,2397.00,460.00,2397.00,2397.00,2397.00,2397.00,2397.00,2397.00,2397.00,0.00,0E-15
635,OS176_1015_L,KURTA - OS176_1015 (MIX),KURTA,2918.00,724.00,3095.00,3095.00,3095.00,3095.00,3095.00,3095.00,3095.00,0.00,0E-15
386,OS132_1866_XL,KURTA - OS132_1866 (MIX),KURTA,1195.00,286.00,1195.00,1195.00,1195.00,1195.00,1195.00,1195.00,1195.00,0.00,0E-15
1239,OS294KR_XL,KURTA - OS294KR (MIX),KURTA,2095.00,410.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,0.00,0E-15
778,OS200_5041_XL,KURTA - OS200_5041 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
741,OS193_1062_XL,KURTA - OS193_1062 (MIX),KURTA,2298.00,570.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,0.00,0E-15
8,GOLD-1351_M,NILL - GOLD-1351 (NILL),NILL,4549.00,1165.00,4549.00,4549.00,4549.00,4549.00,4549.00,4549.00,4549.00,0.00,0E-15
990,OS255_15375_L,KURTA - OS255_15375 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
1027,OS261_15381_M,KURTA - OS261_15381 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
300,OS1137_M,KURTA SET - OS1137 (SURMAYA),KURTA SET,2695.00,1150.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,0.00,0E-15
51,OS103_4171_XS,KURTA - OS103_4171 (MIX),KURTA,1995.00,500.00,1995.00,1995.00,1995.00,1995.00,2095.00,1995.00,2095.00,100.00,5.010000000000000
200,OS1090_S,KURTA SET - OS1090 (SURMAYA),KURTA SET,2295.00,980.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
151,OS1075_M,KURTA - OS1075 (MIX),KURTA,2495.00,550.00,2795.00,2495.00,2495.00,2795.00,2495.00,2495.00,2495.00,300.00,12.020000000000000
692,OS185_1105_XL,KURTA - OS185_1105 (MIX),KURTA,2138.00,529.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
194,OS109_3095_S,KURTA - OS109_3095 (MIX),KURTA,1895.00,471.00,1895.00,1895.00,1895.00,1895.00,1995.00,1895.00,1995.00,100.00,5.280000000000000
592,OS169_3XL,KURTA - OS169 (MIX),KURTA,1795.00,435.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,0.00,0E-15
343,OS119_3094_S,KURTA - OS119_3094 (MIX),KURTA,1895.00,471.00,1895.00,1895.00,1895.00,1895.00,1995.00,1895.00,1995.00,100.00,5.280000000000000
984,OS254_15374_L,KURTA - OS254_15374 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
443,OS144_S,TOPS - OS144 (MIX),TOPS,1795.00,425.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,0.00,0E-15
309,OS1147_2XL,KURTA SET - OS1147 (SURMAYA),KURTA SET,2695.00,1150.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,0.00,0E-15
1305,OSKR169_2XL,NILL - OSKR169 (NILL),NILL,1795.00,435.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,0.00,0E-15
973,OS233_1058_M,KURTA - OS233_1058 (MIX),KURTA,3858.00,952.00,3995.00,3995.00,3995.00,3995.00,3995.00,3995.00,3995.00,0.00,0E-15
641,OS177_1057_L,KURTA - OS177_1057 (MIX),KURTA,2878.00,714.00,2995.00,2995.00,2995.00,2995.00,2995.00,2995.00,2995.00,0.00,0E-15
286,OS1126_3XL,KURTA - OS1126 (SURMAYA),KURTA,1250.00,525.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,0.00,0E-15
950,OS229_1435_S,KURTA SET - OS229_1435 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
618,OS173_3090_M,KURTA - OS173_3090 (MIX),KURTA,1895.00,457.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
263,OS1111_M,KURTA SET - OS1111 (SURMAYA),KURTA SET,1895.00,825.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
140,OS1073_S,KURTA - OS1073 (MIX),KURTA,2095.00,500.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,0.00,0E-15
1142,OS279_M,KURTA SET - OS279 (MIX),KURTA SET,3197.00,625.00,3197.00,2995.00,3197.00,3197.00,3197.00,3197.00,3197.00,202.00,6.740000000000000
804,OS205_1054_3XL,KURTA - OS205_1054 (MIX),KURTA,2298.00,570.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,0.00,0E-15
478,OS150_XL,KURTA - OS150 (MIX),KURTA,1695.00,395.00,1895.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,200.00,11.800000000000000
827,OS209_5058_2XL,KURTA - OS209_5058 (COLORS-8),KURTA,1778.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
163,OS1081_M,KURTA SET - OS1081 (SURMAYA),KURTA SET,2195.00,895.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
1165,OS282_L,KURTA SET - OS282 (MIX),KURTA SET,3197.00,640.00,3295.00,3197.00,3295.00,3295.00,3197.00,3197.00,3197.00,98.00,3.070000000000000
850,OS212_3143_XL,KURTA - OS212_3143 (MOMENTS),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
1019,OS260_15380_3XL,KURTA - OS260_15380 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
432,OS142_M,TOPS - OS142 (MIX),TOPS,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
186,OS1088_L,KURTA SET - OS1088 (SURMAYA),KURTA SET,2050.00,875.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,0.00,0E-15
1096,OS274_M,TOPS - OS274 (MIX),TOPS,1695.00,340.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
996,OS256_15376_L,KURTA - OS256_15376 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
455,OS146_XS,TOPS - OS146 (MIX),TOPS,1795.00,415.00,1795.00,1795.00,1795.00,1895.00,1795.00,1795.00,1795.00,100.00,5.570000000000000
1119,OS277_S,KURTA SET - OS277 (MIX),KURTA SET,3397.00,675.00,3397.00,3095.00,3397.00,3397.00,3397.00,3397.00,3397.00,302.00,9.760000000000000
332,OS117_3063_XL,KURTA - OS117_3063 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
873,OS216_3095_XL,KURTA - OS216_3095 (MIX),KURTA,1895.00,457.00,1895.00,1895.00,1895.00,1895.00,1995.00,1895.00,1995.00,100.00,5.280000000000000
1311,OSKR169_XS,NILL - OSKR169 (NILL),NILL,1795.00,435.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,0.00,0E-15
77,OS1055_3XL,KURTA SET - OS1055 (SURMAYA),KURTA SET,2150.00,975.00,2150.00,2150.00,2150.00,2150.00,2150.00,2150.00,2150.00,0.00,0E-15
409,OS136_XL,GOWN - OS136 (MIX),GOWN,3195.00,695.00,3195.00,3195.00,3195.00,3195.00,3195.00,3195.00,3195.00,0.00,0E-15
624,OS174_3155_M,KURTA - OS174_3155 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
956,OS230_1438_S,KURTA SET - OS230_1438 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
1013,OS259_15379_3XL,KURTA - OS259_15379 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
17,IRIS_1418_2XL,NILL - IRIS_1418 (NILL),NILL,2494.00,818.00,2494.00,2494.00,2494.00,2494.00,2494.00,2494.00,2494.00,0.00,0E-15
326,OS116_14254_XL,KURTA - OS116_14254 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
810,OS206_3141_3XL,KURTA - OS206_3141 (MOMENTS),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
1059,OS266_XL,KURTA - OS266 (MIX),KURTA,1995.00,425.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
223,OS110_14253_M,KURTA - OS110_14253 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
472,OS149_XL,KURTA - OS149 (MIX),KURTA,1795.00,425.00,1695.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,100.00,5.900000000000000
1159,OS280KR_L,KURTA - OS280KR (MIX),KURTA,2195.00,425.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
372,OS126_14249_M,KURTA - OS126_14249 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
269,OS1113_M,KURTA SET - OS1113 (SURMAYA),KURTA SET,2195.00,930.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
764,OS198_5045_S,KURTA - OS198_5045 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
518,OS157_M,KURTA - OS157 (MIX),KURTA,1795.00,425.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,0.00,0E-15
910,OS223_3142_2XL,KURTA - OS223_3142 (MOMENTS),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
664,OS181_5051_3XL,KURTA - OS181_5051 (COLORS-8),KURTA,1778.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
123,OS1066_XL,KURTA SET - OS1066 (SURMAYA),KURTA SET,4895.00,1150.00,4895.00,4895.00,4895.00,4895.00,4895.00,4895.00,4895.00,0.00,0E-15
1205,OS289KR_3XL,KURTA - OS289KR (MIX),KURTA,2195.00,425.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
724,OS191_5052_3XL,KURTA - OS191_5052 (COLORS-8),KURTA,1778.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1056,OS266_L,KURTA - OS266 (MIX),KURTA,1995.00,425.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
558,OS163_S,KURTA - OS163 (MIX),KURTA,1995.00,425.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
226,OS1101_2XL,KURTA SET - OS1101 (SURMAYA),KURTA SET,2295.00,1035.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
1222,OS291_2XL,KURTA - OS291 (MIX),KURTA,1795.00,440.00,2195.00,1795.00,1795.00,2295.00,1795.00,1795.00,1795.00,500.00,27.860000000000000
60,OS1041_L,KURTA SET - OS1041 (MIX),KURTA SET,0.00,0.00,,2895.00,,,,,,0.00,0E-15
415,OS138_14206_2XL,GOWN - OS138_14206 (MIX),GOWN,2795.00,695.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,0.00,0E-15
1079,OS271_L,KURTA SET - OS271 (FOUR GEMS 2),KURTA SET,2795.00,680.00,2795.00,2795.00,2995.00,2795.00,2795.00,2795.00,2795.00,200.00,7.160000000000000
83,OS1056_3XL,KURTA SET - OS1056 (SURMAYA),KURTA SET,5395.00,1295.00,5395.00,5395.00,5395.00,5395.00,5395.00,5395.00,5395.00,0.00,0E-15
581,OS167_M,KURTA - OS167 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
203,OS1091_3XL,KURTA SET - OS1091 (SURMAYA),KURTA SET,2595.00,1140.00,2595.00,2595.00,2595.00,2595.00,2595.00,2595.00,2595.00,0.00,0E-15
1248,OS307_L,KURTA SET - OS307 (MIX),KURTA SET,3297.00,650.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,0.00,0E-15
867,OS215_5072_XL,KURTA - OS215_5072 (MIX),KURTA,1695.00,424.00,1695.00,1695.00,1695.00,1695.00,1795.00,1695.00,1795.00,100.00,5.900000000000000
893,OS220_3154_3XL,KURTA - OS220_3154 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
34,MIRROR-1326_L,NILL - MIRROR-1326 (NILL),NILL,3149.00,859.00,3149.00,3149.00,3149.00,3149.00,3149.00,3149.00,3149.00,0.00,0E-15
40,OS102_14255_L,KURTA - OS102_14255 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
183,OS1087_XL,KURTA SET - OS1087 (SURMAYA),KURTA SET,2250.00,925.00,2250.00,2250.00,2250.00,2250.00,2250.00,2250.00,2250.00,0.00,0E-15
1265,OS309_XL,KURTA - OS309 (MIX),KURTA,2097.00,415.00,2097.00,2097.00,2097.00,2097.00,2097.00,2097.00,2097.00,0.00,0E-15
601,OS170_5048_S,KURTA - OS170_5048 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
160,OS1081_2XL,KURTA SET - OS1081 (SURMAYA),KURTA SET,2195.00,895.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
1242,OS303_L,KURTA - OS303 (MIX),KURTA,2097.00,415.00,2097.00,2097.00,2097.00,2097.00,2097.00,2097.00,2097.00,0.00,0E-15
701,OS187_5073_L,KURTA - OS187_5073 (MIX),KURTA,1695.00,424.00,1695.00,1695.00,1695.00,1695.00,1795.00,1695.00,1695.00,100.00,5.900000000000000
1122,OS277KR_3XL,KURTA - OS277KR (MIX),KURTA,2295.00,440.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
103,OS1061_M,KURTA SET - OS1061 (SURMAYA),KURTA SET,1895.00,880.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
930,OS226_1436_L,KURTA SET - OS226_1436 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
681,OS184_1127_2XL,KURTA - OS184_1127 (MIX),KURTA,2138.00,529.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
352,OS122_1736_3XL,KURTA - OS122_1736 (MIX),KURTA,1895.00,471.00,1895.00,1895.00,1895.00,1895.00,1995.00,1895.00,1895.00,100.00,5.280000000000000
744,OS195_5055_L,KURTA - OS195_5055 (COLORS-8),KURTA,1778.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
289,OS1126_S,KURTA - OS1126 (SURMAYA),KURTA,1250.00,525.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,0.00,0E-15
389,OS133_L,KURTA SET - OS133 (MIX),KURTA SET,3495.00,790.00,3495.00,3495.00,3495.00,3495.00,3495.00,3495.00,3495.00,0.00,0E-15
395,OS134_L,KURTA SET - OS134 (MIX),KURTA SET,3495.00,790.00,3495.00,3495.00,3495.00,3495.00,3495.00,3495.00,3495.00,0.00,0E-15
644,OS177_1057_XL,KURTA - OS177_1057 (MIX),KURTA,2878.00,714.00,2995.00,2995.00,2995.00,2995.00,2995.00,2995.00,2995.00,0.00,0E-15
638,OS176_1015_XL,KURTA - OS176_1015 (MIX),KURTA,2918.00,724.00,3095.00,3095.00,3095.00,3095.00,3095.00,3095.00,3095.00,0.00,0E-15
1036,OS263_15383_2XL,KURTA - OS263_15383 (MIX),KURTA,1795.00,425.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,1695.00,100.00,5.900000000000000
538,OS160_S,KURTA - OS160 (MIX),KURTA,2240.00,424.00,1695.00,1695.00,1695.00,1695.00,1795.00,1895.00,1695.00,200.00,11.800000000000000
495,OS153_S,KURTA - OS153 (MIX),KURTA,1695.00,395.00,1895.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,200.00,11.800000000000000
97,OS1060_M,KURTA SET - OS1060 (SURMAYA),KURTA SET,2495.00,950.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
1179,OS283_S,KURTA - OS283 (MIX),KURTA,2197.00,425.00,2197.00,2197.00,2197.00,2197.00,2197.00,2197.00,2197.00,0.00,0E-15
