ProductKey,SKU,ProductName,Category,BaseMRP,TransferPrice,AmazonMRP,MyntraMRP,AjioMRP,FlipkartMRP,LimeroadMRP,PaytmMRP,SnapdealMRP,MaxCrossChannelSpreadAmount,ArbitrageSpreadPct
855,OS213_15284_XS,TOPS - OS213_15284 (MIX),TOPS,1695.00,375.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
1187,OS287_3XL,KURTA SET - OS287 (MIX),KURTA SET,3495.00,695.00,3495.00,3195.00,3495.00,3495.00,3495.00,3495.00,3495.00,300.00,9.390000000000000
191,OS109_3095_3XL,KURTA - OS109_3095 (MIX),KURTA,1895.00,471.00,1895.00,1895.00,1895.00,1895.00,1995.00,1895.00,1995.00,100.00,5.280000000000000
523,OS158_L,KURTA - OS158 (MIX),KURTA,1695.00,395.00,1895.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,200.00,11.800000000000000
1041,OS263_15383_XL,KURTA - OS263_15383 (MIX),KURTA,1795.00,425.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,1695.00,100.00,5.900000000000000
377,OS127_L,KURTA - OS127 (MIX),KURTA,1995.00,425.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
1018,OS260_15380_2XL,KURTA - OS260_15380 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
1024,OS261_15381_2XL,KURTA - OS261_15381 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
354,OS122_1736_M,KURTA - OS122_1736 (MIX),KURTA,1895.00,471.00,1895.00,1895.00,1895.00,1895.00,1995.00,1895.00,1895.00,100.00,5.280000000000000
477,OS150_S,KURTA - OS150 (MIX),KURTA,1695.00,395.00,1895.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,200.00,11.800000000000000
331,OS117_3063_S,KURTA - OS117_3063 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
185,OS1088_3XL,KURTA SET - OS1088 (SURMAYA),KURTA SET,2050.00,875.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,0.00,0E-15
623,OS174_3155_L,KURTA - OS174_3155 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
955,OS230_1438_M,KURTA SET - OS230_1438 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
872,OS216_3095_S,KURTA - OS216_3095 (MIX),KURTA,1895.00,457.00,1895.00,1895.00,1895.00,1895.00,1995.00,1895.00,1995.00,100.00,5.280000000000000
231,OS1101_XL,KURTA SET - OS1101 (SURMAYA),KURTA SET,2295.00,1035.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
268,OS1113_L,KURTA SET - OS1113 (SURMAYA),KURTA SET,2195.00,930.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
563,OS164_M,KURTA - OS164 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
669,OS182_5057_2XL,KURTA - OS182_5057 (COLORS-8),KURTA,1895.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1001,OS257_15377_3XL,KURTA - OS257_15377 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
1250,OS307_S,KURTA SET - OS307 (MIX),KURTA SET,3297.00,650.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,0.00,0E-15
918,OS224_1433_L,KURTA SET - OS224_1433 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
1064,OS268_S,KURTA - OS268 (MIX),KURTA,1395.00,220.00,1395.00,1395.00,1395.00,1395.00,1395.00,1395.00,1395.00,0.00,0E-15
314,OS1147_XL,KURTA SET - OS1147 (SURMAYA),KURTA SET,2695.00,1150.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,0.00,0E-15
1310,OSKR169_XL,NILL - OSKR169 (NILL),NILL,1795.00,435.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,0.00,0E-15
128,OS1068_S,KURTA SET - OS1068 (SURMAYA),KURTA SET,2495.00,950.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
709,OS188_5042_S,KURTA - OS188_5042 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
815,OS207_3145_2XL,KURTA - OS207_3145 (MOMENTS),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
22,IVORY_1426_2XL,NILL - IVORY_1426 (NILL),NILL,2494.00,818.00,2494.00,2494.00,2494.00,2494.00,2494.00,2494.00,2494.00,0.00,0E-15
417,OS138_14206_M,GOWN - OS138_14206 (MIX),GOWN,2795.00,695.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,0.00,0E-15
1127,OS278_2XL,KURTA SET - OS278 (MIX),KURTA SET,3295.00,650.00,3295.00,2995.00,3295.00,3295.00,3295.00,3295.00,3295.00,300.00,10.020000000000000
629,OS175_3153_L,KURTA - OS175_3153 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
463,OS148_L,KURTA - OS148 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
108,OS1063_L,KURTA - OS1063 (MIX),KURTA,2395.00,540.00,2695.00,2395.00,2395.00,2695.00,2395.00,2395.00,2395.00,300.00,12.530000000000000
274,OS1119_L,KURTA SET - OS1119 (SURMAYA),KURTA SET,4895.00,1150.00,4895.00,4895.00,4895.00,4895.00,4895.00,4895.00,4895.00,0.00,0E-15
1104,OS276_3XL,KURTA SET - OS276 (MIX),KURTA SET,3495.00,695.00,3495.00,3195.00,3495.00,3495.00,3495.00,3495.00,3495.00,300.00,9.390000000000000
772,OS199_5046_XL,KURTA - OS199_5046 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
606,OS171_1096_M,KURTA - OS171_1096 (MIX),KURTA,2238.00,552.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,0.00,0E-15
915,OS223_3142_XL,KURTA - OS223_3142 (MOMENTS),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
414,OS137_14380_XL,GOWN - OS137_14380 (MIX),GOWN,2795.00,695.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,0.00,0E-15
82,OS1056_2XL,KURTA SET - OS1056 (SURMAYA),KURTA SET,5395.00,1295.00,5395.00,5395.00,5395.00,5395.00,5395.00,5395.00,5395.00,0.00,0E-15
1247,OS307_3XL,KURTA SET - OS307 (MIX),KURTA SET,3297.00,650.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,0.00,0E-15
251,OS1109_L,KURTA SET - OS1109 (MIX),KURTA SET,5997.00,1195.00,5997.00,5997.00,5997.00,5997.00,5997.00,5997.00,5997.00,0.00,0E-15
437,OS143_M,TOPS - OS143 (MIX),TOPS,1795.00,425.00,1995.00,1795.00,1995.00,1795.00,1795.00,1795.00,1795.00,200.00,11.140000000000000
1290,OS326_2XL,KURTA - OS326 (MIX),KURTA,1878.00,467.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
1313,OSKR266_3XL,NILL - OSKR266 (NILL),NILL,1995.00,425.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
649,OS178_1115_S,KURTA - OS178_1115 (MIX),KURTA,2398.00,595.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
1170,OS282KR_3XL,KURTA - OS282KR (MIX),KURTA,2095.00,415.00,2295.00,2295.00,2095.00,2295.00,2095.00,2095.00,2095.00,200.00,9.550000000000000
749,OS196_1371_3XL,KURTA - OS196_1371 (MIX),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
88,OS106_14213_2XL,KURTA - OS106_14213 (MIX),KURTA,2395.00,581.00,2395.00,2395.00,2395.00,2395.00,2495.00,2395.00,2395.00,100.00,4.180000000000000
208,OS1094_2XL,KURTA SET - OS1094 (SURMAYA),KURTA SET,1995.00,845.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
102,OS1061_L,KURTA SET - OS1061 (SURMAYA),KURTA SET,1895.00,880.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1227,OS291_XL,KURTA - OS291 (MIX),KURTA,1795.00,440.00,2195.00,1795.00,1795.00,2295.00,1795.00,1795.00,1795.00,500.00,27.860000000000000
729,OS192_1124_2XL,KURTA - OS192_1124 (MIX),KURTA,2298.00,570.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
337,OS118_S,KURTA - OS118 (MIX),KURTA,1895.00,395.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
586,OS168_3XL,KURTA - OS168 (MIX),KURTA,1695.00,395.00,2495.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,800.00,47.200000000000000
941,OS228_1432_3XL,KURTA SET - OS228_1432 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
978,OS235_1112_L,KURTA - OS235_1112 (MIX),KURTA,3858.00,952.00,3995.00,3995.00,3995.00,3995.00,3995.00,3995.00,3995.00,0.00,0E-15
400,OS135_14274_L,GOWN - OS135_14274 (MIX),GOWN,2795.00,695.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,0.00,0E-15
792,OS203_1100_3XL,KURTA - OS203_1100 (MIX),KURTA,2138.00,529.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,0.00,0E-15
294,OS113_3090_M,KURTA - OS113_3090 (MIX),KURTA,1995.00,500.00,1995.00,1995.00,1995.00,1995.00,2095.00,1995.00,2095.00,100.00,5.010000000000000
45,OS103_4171_2XL,KURTA - OS103_4171 (MIX),KURTA,1995.00,500.00,1995.00,1995.00,1995.00,1995.00,2095.00,1995.00,2095.00,100.00,5.010000000000000
543,OS161_L,KURTA - OS161 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
145,OS1074_M,KURTA SET - OS1074 (SURMAYA),KURTA SET,2495.00,1040.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
1184,OS285_XL,TOPS - OS285 (MIX),TOPS,1595.00,314.00,1595.00,1597.00,1595.00,1595.00,1595.00,1595.00,1595.00,2.00,0.130000000000000
643,OS177_1057_S,KURTA - OS177_1057 (MIX),KURTA,2878.00,714.00,2995.00,2995.00,2995.00,2995.00,2995.00,2995.00,2995.00,0.00,0E-15
686,OS184_1127_XL,KURTA - OS184_1127 (MIX),KURTA,2138.00,529.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
1084,OS272_3XL,KURTA SET - OS272 (FOUR GEMS 2),KURTA SET,2795.00,680.00,2795.00,2795.00,2995.00,2795.00,2795.00,2795.00,2795.00,200.00,7.160000000000000
2,3PL COTTOM FACE MASK PACK OF 3,NILL - 3PL COTTOM FACE MASK PACK OF 3 (NILL),NILL,199.00,100.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,0.00,0E-15
835,OS210_3137_L,KURTA - OS210_3137 (MIX),KURTA,2098.00,519.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
394,OS134_3XL,KURTA SET - OS134 (MIX),KURTA SET,3495.00,790.00,3495.00,3495.00,3495.00,3495.00,3495.00,3495.00,3495.00,0.00,0E-15
935,OS227_1437_3XL,KURTA SET - OS227_1437 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
380,OS127_XL,KURTA - OS127 (MIX),KURTA,1995.00,425.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
48,OS103_4171_M,KURTA - OS103_4171 (MIX),KURTA,1995.00,500.00,1995.00,1995.00,1995.00,1995.00,2095.00,1995.00,2095.00,100.00,5.010000000000000
403,OS135_14274_XL,GOWN - OS135_14274 (MIX),GOWN,2795.00,695.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,2795.00,0.00,0E-15
71,OS1051_3XL,KURTA SET - OS1051 (SURMAYA),KURTA SET,1995.00,900.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
1067,OS269_L,KURTA - OS269 (MIX),KURTA,1195.00,220.00,1195.00,1195.00,1195.00,1195.00,1195.00,1195.00,1195.00,0.00,0E-15
735,OS192_1124_XS,KURTA - OS192_1124 (MIX),KURTA,2298.00,570.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
758,OS197_5053_S,KURTA - OS197_5053 (COLORS-8),KURTA,1895.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
94,OS1060_2XL,KURTA SET - OS1060 (SURMAYA),KURTA SET,2495.00,950.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
595,OS169_S,KURTA - OS169 (MIX),KURTA,1795.00,435.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,0.00,0E-15
1090,OS273_3XL,KURTA SET - OS273 (FOUR GEMS 2),KURTA SET,2795.00,680.00,2795.00,2795.00,2995.00,2795.00,2795.00,2795.00,2795.00,200.00,7.160000000000000
1259,OS308_L,KURTA SET - OS308 (MIX),KURTA SET,2195.00,615.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
927,OS225_1434_XL,KURTA SET - OS225_1434 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
426,OS141_1331_3XL,KURTA - OS141_1331 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
240,OS1106_L,KURTA SET - OS1106 (SURMAYA),KURTA SET,2150.00,910.00,2150.00,2150.00,2150.00,2150.00,2150.00,2150.00,2150.00,0.00,0E-15
449,OS145_XL,TOPS - OS145 (MIX),TOPS,1895.00,450.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
117,OS1064_XL,KURTA SET - OS1064 (SURMAYA),KURTA SET,1895.00,695.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
572,OS166_2XL,KURTA - OS166 (MIX),KURTA,1895.00,395.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1113,OS276KR_S,KURTA - OS276KR (MIX),KURTA,2495.00,490.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
1236,OS294KR_L,KURTA - OS294KR (MIX),KURTA,2095.00,410.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,0.00,0E-15
781,OS201_3152_L,KURTA - OS201_3152 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
904,OS222_3156_2XL,KURTA - OS222_3156 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
1213,OS290_M,KURTA SET - OS290 (MIX),KURTA SET,3195.00,625.00,3195.00,3195.00,3195.00,3195.00,3195.00,3195.00,3195.00,0.00,0E-15
549,OS162_L,KURTA - OS162 (MIX),KURTA,1695.00,424.00,1695.00,1695.00,1695.00,1695.00,1795.00,1895.00,1695.00,200.00,11.800000000000000
526,OS158_XL,KURTA - OS158 (MIX),KURTA,1695.00,395.00,1895.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,200.00,11.800000000000000
921,OS224_1433_XL,KURTA SET - OS224_1433 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
257,OS111_3074_M,KURTA - OS111_3074 (MIX),KURTA,1895.00,471.00,1895.00,1895.00,1895.00,1895.00,1995.00,1895.00,1995.00,100.00,5.280000000000000
1050,OS265_L,KURTA - OS265 (MIX),KURTA,1895.00,410.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1299,OSKR167_3XL,NILL - OSKR167 (NILL),NILL,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
967,OS232_1431_M,KURTA SET - OS232_1431 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
718,OS190_1128_3XL,KURTA - OS190_1128 (MIX),KURTA,2298.00,570.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
280,OS1120_L,KURTA SET - OS1120 (SURMAYA),KURTA SET,1895.00,510.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
612,OS172_1092_M,KURTA - OS172_1092 (MIX),KURTA,2298.00,570.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
672,OS182_5057_M,KURTA - OS182_5057 (COLORS-8),KURTA,1895.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
363,OS125_2XL,KURTA - OS125 (MIX),KURTA,2095.00,450.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,2095.00,0.00,0E-15
31,MASK-04B-NEW,NILL - MASK-04B-NEW (NILL),NILL,299.00,126.00,299.00,299.00,299.00,299.00,299.00,299.00,299.00,0.00,0E-15
658,OS180_3134_3XL,KURTA - OS180_3134 (MIX),KURTA,2098.00,519.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
217,OS1097_M,KURTA SET - OS1097 (SURMAYA),KURTA SET,1895.00,825.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
466,OS148_XL,KURTA - OS148 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
1153,OS280_L,KURTA SET - OS280 (MIX),KURTA SET,3297.00,650.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,3297.00,0.00,0E-15
864,OS215_5072_L,KURTA - OS215_5072 (MIX),KURTA,1695.00,424.00,1695.00,1695.00,1695.00,1695.00,1795.00,1695.00,1795.00,100.00,5.900000000000000
297,OS1137_2XL,KURTA SET - OS1137 (SURMAYA),KURTA SET,2695.00,1150.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,0.00,0E-15
177,OS1086_XL,KURTA SET - OS1086 (SURMAYA),KURTA SET,2150.00,940.00,2150.00,2150.00,2150.00,2150.00,2150.00,2150.00,2150.00,0.00,0E-15
509,OS156_2XL,KURTA - OS156 (MIX),KURTA,1895.00,395.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1173,OS282KR_S,KURTA - OS282KR (MIX),KURTA,2095.00,415.00,2295.00,2295.00,2095.00,2295.00,2095.00,2095.00,2095.00,200.00,9.550000000000000
844,OS211_3011_XL,KURTA - OS211_3011 (MIX),KURTA,1878.00,467.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,0.00,0E-15
818,OS207_3145_M,KURTA - OS207_3145 (MOMENTS),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
154,OS1076_2XL,KURTA SET - OS1076 (SURMAYA),KURTA SET,2495.00,1040.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
1199,OS289_3XL,KURTA SET - OS289 (MIX),KURTA SET,3095.00,615.00,3095.00,2895.00,3095.00,3095.00,3095.00,3095.00,3095.00,200.00,6.910000000000000
134,OS1071_S,KURTA SET - OS1071 (SURMAYA),KURTA SET,2495.00,950.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
632,OS175_3153_XL,KURTA - OS175_3153 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
532,OS159_XL,KURTA - OS159 (MIX),KURTA,1895.00,385.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
11,GOLD-1353_L,NILL - GOLD-1353 (NILL),NILL,4549.00,1165.00,4549.00,4549.00,4549.00,4549.00,4549.00,4549.00,4549.00,0.00,0E-15
675,OS183_5044_2XL,KURTA - OS183_5044 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
111,OS1063_XL,KURTA - OS1063 (MIX),KURTA,2395.00,540.00,2695.00,2395.00,2395.00,2695.00,2395.00,2395.00,2395.00,300.00,12.530000000000000
1193,OS287KR_3XL,KURTA - OS287KR (MIX),KURTA,2195.00,425.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
824,OS208_5043_M,KURTA - OS208_5043 (COLORS-7),KURTA,1538.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
652,OS179_1116_3XL,KURTA - OS179_1116 (MIX),KURTA,2298.00,570.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,0.00,0E-15
303,OS1144_2XL,KURTA SET - OS1144 (SURMAYA),KURTA SET,2695.00,1150.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,2695.00,0.00,0E-15
552,OS162_XL,KURTA - OS162 (MIX),KURTA,1695.00,424.00,1695.00,1695.00,1695.00,1695.00,1795.00,1895.00,1695.00,200.00,11.800000000000000
54,OS104_1276_L,KURTA - OS104_1276 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
446,OS145_L,TOPS - OS145 (MIX),TOPS,1895.00,450.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1073,OS270_L,KURTA SET - OS270 (FOUR GEMS 2),KURTA SET,2795.00,680.00,2795.00,2795.00,2995.00,2795.00,2795.00,2795.00,2795.00,200.00,7.160000000000000
944,OS228_1432_S,KURTA SET - OS228_1432 (ROZANA),KURTA SET,2378.00,590.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,2495.00,0.00,0E-15
340,OS119_3094_3XL,KURTA - OS119_3094 (MIX),KURTA,1895.00,471.00,1895.00,1895.00,1895.00,1895.00,1995.00,1895.00,1995.00,100.00,5.280000000000000
91,OS106_14213_M,KURTA - OS106_14213 (MIX),KURTA,2395.00,581.00,2395.00,2395.00,2395.00,2395.00,2495.00,2395.00,2395.00,100.00,4.180000000000000
1322,PETALS-1232_M,NILL - PETALS-1232 (NILL),NILL,4049.00,1395.00,4049.00,4049.00,4049.00,4049.00,4049.00,4049.00,4049.00,0.00,0E-15
695,OS186_1377_L,KURTA - OS186_1377 (MIX),KURTA,2178.00,538.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
887,OS219_5054_3XL,KURTA - OS219_5054 (COLORS-8),KURTA,1778.00,438.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
1130,OS278_M,KURTA SET - OS278 (MIX),KURTA SET,3295.00,650.00,3295.00,2995.00,3295.00,3295.00,3295.00,3295.00,3295.00,300.00,10.020000000000000
1136,OS278KR_M,KURTA - OS278KR (MIX),KURTA,2397.00,460.00,2397.00,2397.00,2397.00,2397.00,2397.00,2397.00,2397.00,0.00,0E-15
881,OS218_3151_3XL,KURTA - OS218_3151 (BREEZE-4),KURTA,2038.00,505.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
987,OS254_15374_XL,KURTA - OS254_15374 (MIX),KURTA,1695.00,395.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,0.00,0E-15
1030,OS262_2XL,KURTA - OS262 (MIX),KURTA,1995.00,425.00,1695.00,1995.00,1995.00,1995.00,1995.00,1995.00,1995.00,300.00,17.700000000000000
489,OS152_S,KURTA - OS152 (MIX),KURTA,1795.00,425.00,1695.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,100.00,5.900000000000000
838,OS210_3137_XL,KURTA - OS210_3137 (MIX),KURTA,2098.00,519.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,2195.00,0.00,0E-15
589,OS168_S,KURTA - OS168 (MIX),KURTA,1695.00,395.00,2495.00,1695.00,1695.00,1695.00,1695.00,1695.00,1695.00,800.00,47.200000000000000
197,OS1090_3XL,KURTA SET - OS1090 (SURMAYA),KURTA SET,2295.00,980.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,2295.00,0.00,0E-15
738,OS193_1062_L,KURTA - OS193_1062 (MIX),KURTA,2298.00,570.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,2395.00,0.00,0E-15
214,OS1097_2XL,KURTA SET - OS1097 (SURMAYA),KURTA SET,1895.00,825.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
569,OS165_M,KURTA - OS165 (MIX),KURTA,1895.00,385.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
237,OS1103_XL,GOWN - OS1103 (SURMAYA),GOWN,4295.00,995.00,4295.00,4295.00,4295.00,4295.00,4295.00,4295.00,4295.00,0.00,0E-15
901,OS221_M,KURTA - OS221 (MIX),KURTA,1795.00,425.00,1695.00,1795.00,1795.00,1795.00,1795.00,1795.00,1795.00,100.00,5.900000000000000
1047,OS264_XL,KURTA - OS264 (MIX),KURTA,1895.00,410.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,1895.00,0.00,0E-15
970,OS233_1058_2XL,KURTA - OS233_1058 (MIX),KURTA,3858.00,952.00,3995.00,3995.00,3995.00,3995.00,3995.00,3995.00,3995.00,0.00,0E-15
383,OS132_1866_L,KURTA - OS132_1866 (MIX),KURTA,1195.00,286.00,1195.00,1195.00,1195.00,1195.00,1195.00,1195.00,1195.00,0.00,0E-15
360,OS123_1332_M,KURTA - OS123_1332 (MIX),KURTA,1595.00,381.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,1595.00,0.00,0E-15
