Country,State,City,Region,TotalOrders,TotalUnitsSold,GrossRevenue,NetRevenue,GlobalRevenueSharePct
IN,ODISHA,BARGARH DISTRICT,India,1,1,329.00,329.00,0.000000
IN,JAMMU & KASHMIR,CHENANI,India,1,1,376.00,376.00,0.000000
IN,CHHATTISGARH,"TAKHATPUR,DIST - BILASPUR",India,1,1,387.00,387.00,0.000000
IN,TAMIL NADU,KOTTAKUPPAM,India,4,4,1630.00,1198.00,0.000000
IN,ANDHRA PRADESH,KANUMOLU,India,1,1,729.00,729.00,0.000000
IN,TAMIL NADU,"ALAGAPPAPURAM,KANYAKUMARI DISTRICT",India,1,1,560.00,560.00,0.000000
IN,TAMIL NADU,"THORAIPAKKAM, CHENNAI",India,1,1,511.00,511.00,0.000000
IN,ANDHRA PRADESH,"YENDADA, VISAKHAPATNAM",India,1,1,1099.00,1099.00,0.000000
IN,KERALA,KAKKANADU.ERNAKULAM,India,3,3,1473.00,1473.00,0.000000
IN,KERALA,VADAKKEKARA,India,3,3,2407.00,2407.00,0.000000
IN,GUJARAT,AHEMADABAD,India,1,1,801.00,801.00,0.000000
IN,KARNATAKA,AJEKAR,India,1,1,292.00,292.00,0.000000
IN,MAHARASHTRA,NIGADI PUNE,India,1,1,635.00,635.00,0.000000
IN,WEST BENGAL,RISHRA HOOGHLY,India,2,3,920.00,920.00,0.000000
IN,ANDHRA PRADESH,KOTHAVALASA,India,1,1,399.00,399.00,0.000000
IN,HARYANA,NIT FARIDABAD,India,1,1,741.00,741.00,0.000000
IN,WEST BENGAL,AGORPARA,India,1,1,487.00,487.00,0.000000
IN,ANDHRA PRADESH,"RAMACHANDRA PURAM, EAST GODAVARI",India,1,1,1099.00,1099.00,0.000000
IN,RAJASTHAN,SARWAR,India,1,1,521.00,521.00,0.000000
IN,KERALA,NEMMARA,India,1,0,0.00,0.00,0.000000
IN,KERALA,NORTH PARAVUR,India,1,1,635.00,635.00,0.000000
IN,TAMIL NADU,CHENNAI THIRUVALLUR DISTRICT,India,2,2,1353.00,1353.00,0.000000
IN,TAMIL NADU,TRICHY,India,15,15,11285.43,9799.00,0.010000
IN,WEST BENGAL,BIRBHUM,India,3,3,1769.00,499.00,0.000000
IN,ANDHRA PRADESH,PALAKONDA/SRIKAKULAM(DIST),India,1,0,437.14,0.00,0.000000
IN,MAHARASHTRA,PIMPRI CHINCHWAD,India,715,689,434969.39,401545.00,0.200000
IN,JHARKHAND,BARKAKANA,India,2,2,932.00,932.00,0.000000
IN,ASSAM,"GUWAHATI,",India,1,1,665.00,665.00,0.000000
IN,GUJARAT,SAVLI,India,1,1,301.00,301.00,0.000000
IN,GOA,"VELSAO,CANSAULIM",India,1,1,698.00,698.00,0.000000
IN,ARUNACHAL PRADESH,NAMSAI,India,5,7,3928.00,3928.00,0.000000
IN,TRIPURA,BANKIMNAGAR,India,2,2,1011.00,1011.00,0.000000
IN,TAMIL NADU,HOSURHOSUR,India,1,1,459.00,459.00,0.000000
IN,TAMIL NADU,SARAVANAMPATTICOIMBATORE.,India,1,1,771.00,771.00,0.000000
IN,TAMIL NADU,THOOTHUKUDI,India,8,8,7905.39,4821.00,0.000000
IN,TAMIL NADU,SIVAGANGAI,India,1,1,499.00,499.00,0.000000
IN,HIMACHAL PRADESH,THEOG,India,3,3,1972.00,664.00,0.000000
IN,TAMIL NADU,CHIDAMBARAM,India,26,23,12831.00,12372.00,0.010000
IN,MADHYA PRADESH,MAIHAR SATNA,India,1,1,435.00,0.00,0.000000
IN,MADHYA PRADESH,SILWANI,India,5,5,5395.00,1079.00,0.000000
IN,TELANGANA,ALLIPUR,India,2,1,449.00,449.00,0.000000
IN,MAHARASHTRA,BHANDARA,India,26,28,17124.00,16058.00,0.010000
IN,BIHAR,BEGUSARAI DISTRICT,India,2,2,893.00,893.00,0.000000
IN,KERALA,CHIRAYINKEEZHU,India,3,2,893.00,893.00,0.000000
IN,KERALA,KALMASSERY,India,1,1,967.00,967.00,0.000000
IN,TAMIL NADU,"PERUMBAKKAM, CHENNAI",India,1,1,1168.00,1168.00,0.000000
IN,TAMIL NADU,MUSIRI,India,7,7,5076.62,4249.00,0.000000
IN,MAHARASHTRA,PUNE YERWADA,India,1,1,449.00,449.00,0.000000
IN,KERALA,CHENGANNUR,India,36,29,18913.46,13083.00,0.010000
IN,BIHAR,ROSERA,India,3,3,2330.00,2330.00,0.000000
IN,MAHARASHTRA,"AUNDH, PUNE",India,1,1,759.00,759.00,0.000000
IN,PUNJAB,PATIALA,India,100,99,63495.68,60039.00,0.030000
IN,WEST BENGAL,MALATIPUR,India,1,1,480.00,480.00,0.000000
IN,UTTAR PRADESH,MEERUT CANTT,India,1,1,517.00,517.00,0.000000
IN,UTTAR PRADESH,CHITBARA GAON,India,2,3,2212.00,2212.00,0.000000
IN,GUJARAT,PETHAPUR,India,4,4,2702.00,1993.00,0.000000
IN,TAMIL NADU,MANNARGUDI,India,15,12,7641.10,7283.00,0.000000
IN,TELANGANA,MANAKONDUR,India,2,2,1098.00,1098.00,0.000000
IN,MADHYA PRADESH,MHOW,India,19,14,9385.38,8913.00,0.000000
IN,WEST BENGAL,KARARI CHANDPUR,India,6,5,1594.00,700.00,0.000000
IN,ANDHRA PRADESH,RAVULAPALEM,India,2,2,886.00,886.00,0.000000
IN,JHARKHAND,JHARIA KHAS,India,3,2,3481.57,2203.00,0.000000
IN,UTTAR PRADESH,JALALABAD MUZAFFARNAGAR DISTRICT,India,2,1,499.00,499.00,0.000000
IN,TAMIL NADU,VADAKKUVALLIYUR,India,8,6,4450.00,3933.00,0.000000
IN,RAJASTHAN,LADNU,India,2,2,1249.00,1249.00,0.000000
IN,KARNATAKA,TURUVEKERE,India,2,2,1133.00,1133.00,0.000000
IN,JHARKHAND,SAUNDA,India,1,1,399.00,399.00,0.000000
IN,TELANGANA,ACHAMPET,India,9,9,8203.29,7469.00,0.000000
IN,UTTAR PRADESH,SANDI,India,1,1,662.00,662.00,0.000000
IN,BIHAR,SONBARSA,India,2,1,749.71,384.00,0.000000
IN,RAJASTHAN,GOTHRA,India,4,4,2585.00,970.00,0.000000
IN,WEST BENGAL,SOUTH 24 PARGANAS,India,5,5,3370.00,3370.00,0.000000
IN,TELANGANA,MEDAK,India,23,23,13797.00,13185.00,0.010000
IN,GUJARAT,ANJAR,India,8,6,3246.00,3246.00,0.000000
CANADA,TX,DALLAS,North America,334,989,310539.99,306387.10,0.150000
IN,MAHARASHTRA,AHMEDNAGAR,India,20,17,14139.52,8914.00,0.010000
IN,TAMIL NADU,KOTTAIYUR,India,1,0,0.00,0.00,0.000000
IN,GOA,KESARVAL,India,1,1,999.00,999.00,0.000000
IN,WEST BENGAL,KOLKATA 700039,India,1,1,376.00,376.00,0.000000
IN,KERALA,PULAMANTHOLE,India,1,1,859.00,859.00,0.000000
IN,TAMIL NADU,PALLADAM,India,2,1,1522.29,788.00,0.000000
IN,KARNATAKA,MANGALURU 575008,India,4,4,2100.00,1002.00,0.000000
IN,UTTAR PRADESH,UNCHAHAR,India,11,12,7765.00,7765.00,0.000000
IN,RAJASTHAN,MERTA ROAD,India,1,0,0.00,0.00,0.000000
IN,KERALA,KURUVATTUR,India,5,5,3161.00,2785.00,0.000000
IN,TELANGANA,KANCHANBAGH  HYDERABAD,India,3,3,2612.00,2612.00,0.000000
IN,HARYANA,HSIIDC SOHNA,India,15,15,8441.14,7436.00,0.000000
IN,MAHARASHTRA,KATOL,India,6,6,4883.00,4883.00,0.000000
IN,UTTAR PRADESH,SHAHABAD HARDOI DISTRICT,India,1,1,1432.00,1432.00,0.000000
IN,WEST BENGAL,DIST- PASCHIM MEDINIPORE,India,1,1,641.00,641.00,0.000000
IN,MAHARASHTRA,NEW MUMBAI,India,1,1,1186.00,1186.00,0.000000
IN,KERALA,"AVINISSERY PO., OLLUR, TRISSUR DISTRICT",India,1,0,0.00,0.00,0.000000
IN,UTTARAKHAND,KARNAPRAYAG,India,1,1,968.00,968.00,0.000000
IN,MAHARASHTRA,TITWALA EAST,India,1,1,690.00,690.00,0.000000
IN,PUNJAB,THARIAL,India,2,2,1114.00,1114.00,0.000000
IN,KERALA,MUTTAM,India,1,1,631.00,631.00,0.000000
IN,KARNATAKA,KOTESHWAR,India,1,1,380.00,380.00,0.000000
IN,MAHARASHTRA,KALYAN W DIST THANE,India,1,1,1268.00,1268.00,0.000000
IN,KARNATAKA,CHIKNAYAKANHALLI,India,2,2,1295.00,1295.00,0.000000
IN,MAHARASHTRA,RAIGARH MH,India,1,1,799.00,799.00,0.000000
IN,WEST BENGAL,BHIMRAM,India,2,0,0.00,0.00,0.000000
IN,KERALA,"ALLAPRA, PERUMBAVOOR",India,1,1,885.00,885.00,0.000000
IN,UTTAR PRADESH,SIKANDRABAD,India,1,1,1186.00,1186.00,0.000000
IN,RAJASTHAN,SAMBHAR,India,2,2,1049.00,1049.00,0.000000
IN,KERALA,"KALOOR, KOCHI",India,1,1,771.00,771.00,0.000000
IN,GUJARAT,AHMEDABAD 380013,India,1,2,1875.00,1875.00,0.000000
IN,UTTAR PRADESH,MANSURPUR,India,1,1,696.00,696.00,0.000000
IN,KARNATAKA,BELTHANGADI,India,1,1,517.00,517.00,0.000000
IN,JHARKHAND,BALUMATH,India,1,1,1112.00,1112.00,0.000000
IN,KERALA,PAPPINIVATTOM,India,3,2,2031.00,2031.00,0.000000
IN,ARUNACHAL PRADESH,BOMDILA,India,1,1,788.00,788.00,0.000000
IN,MAHARASHTRA,THANE(W),India,2,2,1067.00,1067.00,0.000000
IN,KARNATAKA,GULEDGUDDA,India,2,2,399.00,399.00,0.000000
IN,WEST BENGAL,"SABANG, PASCHIM MEDINIPUR",India,1,1,568.00,568.00,0.000000
IN,TAMIL NADU,"PARVATHYNAGAR, OLD PERUNGALATHORE",India,1,1,690.00,690.00,0.000000
IN,TELANGANA,"MIYAPUR ,HYDERABAD",India,1,1,771.00,771.00,0.000000
IN,TAMIL NADU,MECHERI,India,1,1,353.00,353.00,0.000000
IN,PUDUCHERRY,THIRUMALAIRAYAN PATTINAM,India,1,1,382.00,382.00,0.000000
IN,UTTAR PRADESH,GREATER NOIDA(WEST) SECTOR 1,India,1,1,455.00,455.00,0.000000
IN,UTTAR PRADESH,KUNDA,India,1,1,854.00,854.00,0.000000
IN,TELANGANA,MELLACHERUV,India,1,1,376.00,376.00,0.000000
IN,UTTAR PRADESH,OBRA SONEBHADRA,India,2,2,1840.00,1840.00,0.000000
IN,ANDHRA PRADESH,I POLAVARAM,India,1,1,725.00,725.00,0.000000
IN,TAMIL NADU,PERUNDURAI,India,1,1,359.00,359.00,0.000000
IN,WEST BENGAL,JAMURIA,India,1,1,399.00,399.00,0.000000
IN,KERALA,NEAR DISTRICT JAIL,India,1,1,771.00,771.00,0.000000
IN,ANDHRA PRADESH,EAST VIPPARRU,India,1,1,495.00,495.00,0.000000
IN,TAMIL NADU,NEYVELI TOWNSHIP,India,1,1,1099.00,1099.00,0.000000
IN,MAHARASHTRA,THANE-(W),India,1,1,666.00,666.00,0.000000
IN,BIHAR,DAUDNAGAR,India,3,2,1409.00,1409.00,0.000000
IN,JHARKHAND,SINDRI DHANBAD,India,1,0,0.00,0.00,0.000000
IN,WEST BENGAL,PURULIA I,India,2,1,889.62,382.00,0.000000
IN,MAHARASHTRA,VADA,India,8,7,6796.95,5111.00,0.000000
IN,MAHARASHTRA,AAMBY VALLEY,India,7,7,3156.00,3156.00,0.000000
IN,ODISHA,CUTTACK SADAR,India,1,1,824.00,824.00,0.000000
IN,TAMIL NADU,SEITHUR,India,1,1,325.00,325.00,0.000000
IN,UTTAR PRADESH,NOIDANOIDA,India,1,1,521.00,521.00,0.000000
IN,DELHI,ROHINI,India,11,9,6734.05,6135.00,0.000000
IN,MAHARASHTRA,SHAHADA,India,6,4,3506.29,2772.00,0.000000
IN,RAJASTHAN,DHAULPUR,India,7,8,4951.00,4951.00,0.000000
IN,ANDHRA PRADESH,PEDDAPURAM,India,4,4,1872.00,1872.00,0.000000
IN,ODISHA,GARABANDHA,India,2,2,1211.00,1211.00,0.000000
IN,MEGHALAYA,SHILLONG,India,127,116,74495.47,65856.00,0.040000
IN,SIKKIM,SORENG,India,7,5,5178.84,3212.00,0.000000
CANADA,CA,SAN DIEGO,North America,291,840,273970.09,266204.79,0.130000
IN,KERALA,EDAKKODE,India,1,1,699.00,699.00,0.000000
IN,JHARKHAND,DUGDA,India,1,1,399.00,399.00,0.000000
IN,JHARKHAND,GUMLA,India,10,10,6437.00,4162.00,0.000000
IN,KARNATAKA,GUNDLUPET,India,8,7,5124.00,5124.00,0.000000
IN,KERALA,KARUKACHAL,India,3,2,2712.48,2022.00,0.000000
IN,ANDHRA PRADESH,KOTA MANDAL,India,5,2,3570.00,0.00,0.000000
IN,KERALA,THRISSUR,India,270,251,169937.33,149641.00,0.080000
IN,MAHARASHTRA,LONAVALA,India,19,19,10962.00,10394.00,0.010000
IN,TELANGANA,BHONGIR,India,6,5,2362.00,2362.00,0.000000
IN,HARYANA,KUNDLI TDI CITY KINGSBURY,India,1,1,721.00,721.00,0.000000
IN,CHHATTISGARH,BALOD,India,4,2,1526.00,1146.00,0.000000
IN,TELANGANA,ZAHIRABAD,India,10,9,4201.33,3888.00,0.000000
IN,TAMIL NADU,KOIL PALAYAM,India,4,5,4227.00,4227.00,0.000000
IN,UTTAR PRADESH,TANDA RAMPUR DISTRICT,India,1,1,574.00,574.00,0.000000
IN,KARNATAKA,JAMAKHANDI,India,1,1,764.00,764.00,0.000000
IN,CHHATTISGARH,MALKHARODA,India,1,0,0.00,0.00,0.000000
IN,RAJASTHAN,BARMER,India,5,6,4760.00,4760.00,0.000000
IN,JAMMU & KASHMIR,BARAMULA,India,4,4,2645.00,1874.00,0.000000
IN,WEST BENGAL,UTTAR BAGDOGRA,India,24,20,15308.90,12035.00,0.010000
IN,SIKKIM,UPPER TADONG,India,27,27,19463.95,18384.00,0.010000
IN,RAJASTHAN,BARAN,India,6,8,4416.00,4416.00,0.000000
IN,TELANGANA,NAGARKURNOOL,India,7,5,2957.00,2957.00,0.000000
IN,ODISHA,NABARANGAPUR,India,5,4,2652.86,2030.00,0.000000
IN,UTTARAKHAND,NEW TEHRI (BAURARI),India,1,1,607.00,607.00,0.000000
IN,RAJASTHAN,DARIBA,India,4,4,2748.00,2748.00,0.000000
IN,RAJASTHAN,NIWAI,India,1,1,648.00,648.00,0.000000
IN,CHHATTISGARH,RATANPUR,India,1,1,399.00,399.00,0.000000
IN,TAMIL NADU,BATLAGUNDU,India,4,4,2450.00,2450.00,0.000000
IN,TAMIL NADU,THUVAKUDI,India,3,3,1975.00,1975.00,0.000000
IN,MAHARASHTRA,KALAMESHWAR,India,8,9,3763.00,3763.00,0.000000
IN,ANDHRA PRADESH,PARVATHIPURAM,India,9,8,5783.00,5783.00,0.000000
IN,WEST BENGAL,TEHATTA,India,1,1,450.00,450.00,0.000000
IN,CHHATTISGARH,CHHARCHHA,India,1,1,635.00,635.00,0.000000
IN,ANDHRA PRADESH,ANANTAPUR,India,139,131,92071.12,81783.00,0.040000
IN,RAJASTHAN,UDAIPUR,India,188,190,132174.71,121615.00,0.060000
IN,UTTAR PRADESH,PIHANI DIST. HARDOI,India,1,1,292.00,292.00,0.000000
IN,HARYANA,MANESAR PACHGAON,India,1,1,690.00,0.00,0.000000
IN,KERALA,VAIKOM,India,6,6,3403.00,3403.00,0.000000
IN,HARYANA,FARIDABAD,India,761,756,531871.02,483195.00,0.250000
IN,TAMIL NADU,NALLAMPATTI,India,2,2,874.00,442.00,0.000000
IN,KERALA,THALAYOLAPARAMBU,India,1,1,1173.00,1173.00,0.000000
IN,KERALA,PALLAKAD,India,1,1,481.00,481.00,0.000000
IN,UTTAR PRADESH,JARWA ROAD TULSIPUR,India,2,1,771.00,771.00,0.000000
IN,MAHARASHTRA,AMBEPUR,India,1,1,659.00,659.00,0.000000
IN,WEST BENGAL,"LILUAH, HOWRAH",India,1,1,1199.00,1199.00,0.000000
IN,GOA,MARCEL,India,2,2,1035.00,1035.00,0.000000
IN,TAMIL NADU,"ARASU NAGER PC PATTI,THENI",India,1,1,352.00,352.00,0.000000
IN,ANDHRA PRADESH,NTPC SIMHADRI TOWNSHIP,India,6,6,3344.00,1706.00,0.000000
IN,ANDHRA PRADESH,URAVAKONDA,India,3,3,2479.00,2479.00,0.000000
IN,KERALA,KODUR,India,1,1,825.00,825.00,0.000000
IN,TAMIL NADU,MADURAI,India,262,251,151386.87,140120.00,0.070000
UNITED STATES,TX,FORT WORTH,North America,3498,10493,3196419.69,3129825.73,1.500000
AUSTRALIA,CA,LOS ANGELES,Asia-Pacific,166,485,147262.30,146431.47,0.070000
IN,UTTAR PRADESH,SIKANDRA RAO,India,3,2,1141.00,1141.00,0.000000
IN,RAJASTHAN,HANUMANGARH,India,8,7,5570.48,4920.00,0.000000
IN,TELANGANA,METAPALLY,India,9,9,6185.48,5435.00,0.000000
IN,GUJARAT,MANGROL,India,2,2,1501.00,1501.00,0.000000
IN,TELANGANA,SIDDIPET,India,27,23,17331.00,14647.00,0.010000
IN,HARYANA,SHAHBAD,India,5,6,4568.00,4568.00,0.000000
IN,NAGALAND,MOKOKCHUNG,India,3,3,2964.00,2006.00,0.000000
IN,UTTAR PRADESH,KIRAOLI,India,2,1,1442.00,1442.00,0.000000
IN,HARYANA,GARHI HARSARU,India,1,1,969.00,969.00,0.000000
IN,MAHARASHTRA,CHANDVAD,India,2,2,857.00,857.00,0.000000
IN,MAHARASHTRA,MAHABALESHWAR,India,1,2,1823.00,1823.00,0.000000
IN,ASSAM,HOJAI,India,13,16,12422.00,12422.00,0.010000
IN,KERALA,"ERNAKULAM,ALUVA",India,1,1,735.00,735.00,0.000000
IN,KERALA,KURUMPILAVU,India,3,8,5289.00,5289.00,0.000000
IN,MAHARASHTRA,CHIPLUN,India,12,10,6814.00,6814.00,0.000000
IN,UTTAR PRADESH,"CHHIBRAMAU,KANNAUJ",India,3,3,1247.00,1247.00,0.000000
IN,DELHI,BURARI,India,4,1,672.00,292.00,0.000000
IN,UTTAR PRADESH,FATEHGARH,India,8,7,6504.00,6504.00,0.000000
IN,ODISHA,"BERHAMPUR, GANJAM",India,1,1,1238.00,1238.00,0.000000
IN,KARNATAKA,DABBASPET,India,1,0,734.29,0.00,0.000000
IN,CHHATTISGARH,PUSAUR,India,2,1,736.05,377.00,0.000000
IN,MAHARASHTRA,"KASHELI, TALUKA BHIWANDI, DISTRICT THANE",India,1,1,666.00,666.00,0.000000
IN,KERALA,"CHITTUR, PALAKKAD",India,1,1,569.00,569.00,0.000000
IN,HARYANA,SOHNA ROAD,India,1,1,788.00,788.00,0.000000
IN,WEST BENGAL,KALIACHAK,India,1,1,749.00,749.00,0.000000
IN,WEST BENGAL,BAGUIHATI,India,1,1,692.00,692.00,0.000000
IN,ANDHRA PRADESH,NAGULUPPALA PADU,India,1,0,0.00,0.00,0.000000
IN,JHARKHAND,"GOBINDPUR,DHANBAD",India,1,1,459.00,459.00,0.000000
IN,RAJASTHAN,TODABHIM,India,1,1,435.00,435.00,0.000000
IN,ODISHA,PADMAPUR,India,1,1,788.00,788.00,0.000000
IN,TAMIL NADU,METTUPALAYAM,India,2,2,1262.00,1262.00,0.000000
IN,WEST BENGAL,MATHABHANGA,India,1,1,0.00,0.00,0.000000
IN,DADRA AND NAGAR,SILVASS,India,1,1,388.00,388.00,0.000000
IN,KARNATAKA,LINGSUGUR,India,1,1,744.00,744.00,0.000000
IN,MAHARASHTRA,NANDURBAR DISTRICT,India,1,1,788.00,788.00,0.000000
IN,MAHARASHTRA,"TAL-ALIBAG, DIST - RAIGAD, PIN 402201",India,1,1,899.00,899.00,0.000000
IN,TAMIL NADU,HMS COLONY MADURAI,India,1,1,376.00,376.00,0.000000
IN,ODISHA,NUAPADA,India,1,0,0.00,0.00,0.000000
IN,TAMIL NADU,SAMAYAPURAM,India,1,1,744.00,744.00,0.000000
IN,TAMIL NADU,DHALAVOIPURAM,India,1,1,318.00,318.00,0.000000
IN,MAHARASHTRA,PUNE 412207,India,2,2,917.00,917.00,0.000000
IN,DELHI,NEW DELHI 110076,India,1,1,791.00,791.00,0.000000
IN,KERALA,"KOLAZHY P.O, THRISSUR",India,1,1,771.00,771.00,0.000000
IN,TELANGANA,"HANAMKONDA ,WARANGAL",India,1,1,1168.00,1168.00,0.000000
IN,HARYANA,SUKHRALI SEC 17C GURGAON,India,1,1,574.00,574.00,0.000000
IN,PUNJAB,RAYYA,India,1,1,702.00,702.00,0.000000
IN,GUJARAT,VADNAGAR,India,1,1,788.00,788.00,0.000000
IN,HARYANA,JAKHALMANDI,India,1,1,885.00,885.00,0.000000
IN,UTTAR PRADESH,CHAKIA CHANDAULU,India,1,1,885.00,885.00,0.000000
IN,KERALA,"PAYYANUR, KANNUR",India,1,0,1508.57,0.00,0.000000
IN,UTTAR PRADESH,GOSAINGANJ FAIZABAD DISTRICT AYODHYA,India,1,0,0.00,0.00,0.000000
IN,MAHARASHTRA,KHOPOLI-PALI ROAD.MH06,India,1,1,1163.00,1163.00,0.000000
IN,UTTARAKHAND,DWARAHAT,India,2,2,906.00,906.00,0.000000
IN,UTTARAKHAND,BHIMTAL,India,1,1,899.00,899.00,0.000000
IN,TELANGANA,THIMMAPUR KARIMNAGAR DISTRICT,India,1,0,0.00,0.00,0.000000
IN,GUJARAT,SHAMLAJI,India,1,1,725.00,725.00,0.000000
IN,ANDHRA PRADESH,MUSUNURU,India,1,0,0.00,0.00,0.000000
IN,MADHYA PRADESH,BABAI,India,1,1,1432.00,1432.00,0.000000
IN,GUJARAT,ADIPUR,India,1,1,735.00,735.00,0.000000
IN,UTTAR PRADESH,MANIYAR,India,1,1,435.00,435.00,0.000000
IN,ASSAM,KANIHA,India,1,1,1323.00,1323.00,0.000000
IN,TAMIL NADU,THIRUPPARANKUNDRAM,India,1,1,486.00,486.00,0.000000
IN,MAHARASHTRA,"PHONDAGHAT, KANKAVLI",India,1,1,968.00,968.00,0.000000
IN,TAMIL NADU,CHETTIPALAYAM COIMBATORE DISTRICT,India,1,1,429.00,429.00,0.000000
IN,UTTARAKHAND,KIRTINAGAR,India,1,1,359.00,359.00,0.000000
IN,UTTAR PRADESH,"GOPIGANJ  ,BHADOHI",India,1,1,782.00,782.00,0.000000
IN,KARNATAKA,SHEDBAL,India,1,1,301.00,301.00,0.000000
IN,JAMMU & KASHMIR,JAMMU,India,268,247,166736.87,152776.00,0.080000
IN,ODISHA,BOUDH,India,4,4,2482.00,2482.00,0.000000
IN,ASSAM,KAMRUP,India,11,10,4948.00,4948.00,0.000000
IN,MAHARASHTRA,KOHLAPUR,India,2,1,1071.86,549.00,0.000000
IN,CHHATTISGARH,RAJNANDGAON,India,17,13,11389.62,10842.00,0.010000
IN,GUJARAT,GANDIDHAM,India,2,1,496.00,496.00,0.000000
IN,JHARKHAND,BOKARO STEEL CITY,India,94,89,66915.97,62347.00,0.030000
IN,KARNATAKA,PUTTUR,India,30,27,15542.00,14761.00,0.010000
IN,ANDHRA PRADESH,KORUKONDA,India,1,1,940.00,0.00,0.000000
IN,KERALA,KOOTHPARAMBA,India,5,5,1951.00,1951.00,0.000000
IN,GUJARAT,GONDAL,India,9,9,6455.00,6455.00,0.000000
IN,KERALA,MOONNIYUR,India,10,9,6369.48,5070.00,0.000000
IN,KERALA,CHALAKUDY,India,29,30,21928.90,20687.00,0.010000
IN,ASSAM,AZARA,India,1,1,999.00,999.00,0.000000
IN,BIHAR,KISHANGANJ,India,9,7,5845.33,5212.00,0.000000
IN,UTTARAKHAND,NAINITAL,India,20,19,16475.24,14923.00,0.010000
IN,WEST BENGAL,DHANIAKHALI,India,2,1,635.00,635.00,0.000000
IN,KERALA,ERUMAPPETTY,India,1,1,292.00,292.00,0.000000
IN,UTTAR PRADESH,SIDDHAUR,India,1,1,899.00,899.00,0.000000
IN,MANIPUR,IMPHAL TOWN,India,1,1,786.00,786.00,0.000000
IN,ANDHRA PRADESH,ALLAVARAM,India,1,1,561.00,561.00,0.000000
IN,WEST BENGAL,DURGAPUR,India,129,119,83191.73,71431.00,0.040000
IN,TAMIL NADU,SALEM,India,163,148,96241.20,89308.00,0.050000
IN,UTTAR PRADESH,GAUTAM BUDH NAGAR,India,2,2,1134.00,1134.00,0.000000
IN,KERALA,CHIRAKKAL,India,10,6,4750.00,2871.00,0.000000
IN,TELANGANA,PEDDAPALLI DISTRICT,India,2,2,1495.00,1495.00,0.000000
IN,MAHARASHTRA,BHUSAWAL,India,17,16,9429.00,8798.00,0.000000
IN,WEST BENGAL,KOLKATA 700145,India,1,0,361.90,0.00,0.000000
IN,MAHARASHTRA,KAMSHET,India,2,2,1430.00,1430.00,0.000000
IN,ANDHRA PRADESH,CHIMAKURTHY,India,3,2,1109.00,1109.00,0.000000
IN,TAMIL NADU,THANJAVUR,India,60,67,44198.52,41426.00,0.020000
IN,BIHAR,JAMALPUR,India,8,6,4335.81,3872.00,0.000000
IN,KARNATAKA,SIRUGUPPA,India,7,10,5239.00,5239.00,0.000000
IN,RAJASTHAN,SURAJGARH,India,5,5,2723.00,2252.00,0.000000
IN,ODISHA,KHORDA,India,8,8,5982.00,5982.00,0.000000
IN,UTTAR PRADESH,BABARPUR AJITMAL,India,3,3,2127.00,1798.00,0.000000
IN,KERALA,NJARACKAL,India,3,3,2195.00,2195.00,0.000000
IN,MADHYA PRADESH,BADRA,India,3,3,1876.00,1876.00,0.000000
IN,GUJARAT,DAKOR,India,2,2,1827.00,1827.00,0.000000
IN,UTTAR PRADESH,SARENI,India,1,1,563.00,563.00,0.000000
IN,UTTAR PRADESH,GARHMUKTESHWAR,India,19,13,16297.76,8807.00,0.010000
IN,UTTAR PRADESH,MISRIKH CUM NEEMSAR,India,1,1,574.00,574.00,0.000000
IN,ODISHA,HEMGIR,India,1,1,1075.00,1075.00,0.000000
IN,TAMIL NADU,RAJAPALAYAM,India,2,2,1275.00,1275.00,0.000000
IN,KERALA,"KOYILANDY, KOZHIKODE",India,5,9,4992.00,4992.00,0.000000
IN,ODISHA,INDIPUR,India,6,10,6560.00,6560.00,0.000000
IN,ANDHRA PRADESH,IBRAHIMPATNAM,India,15,15,11547.00,10066.00,0.010000
IN,HARYANA,ELLENABAD,India,1,1,595.00,595.00,0.000000
IN,HIMACHAL PRADESH,BHUNTER,India,3,3,2093.00,2093.00,0.000000
IN,TAMIL NADU,PUDUPAKKAM,India,42,42,32429.84,27830.00,0.020000
IN,TAMIL NADU,VELLAKOIL,India,8,7,3620.00,3103.00,0.000000
IN,TRIPURA,KAILASAHAR,India,3,2,1283.14,626.00,0.000000
IN,ODISHA,BALESHWAR,India,34,26,17778.00,16398.00,0.010000
IN,KERALA,AZHIYUR,India,3,3,1976.00,1976.00,0.000000
IN,TAMIL NADU,SIPCOT PERUNDURAI,India,8,3,2596.05,2077.00,0.000000
IN,MAHARASHTRA,BHANDUP MUMBAI,India,1,1,599.00,599.00,0.000000
IN,ANDHRA PRADESH,TADEPALLIGUDEM,India,17,14,10086.00,8873.00,0.000000
IN,GOA,MARGAO,India,106,101,57552.48,52414.00,0.030000
IN,ANDHRA PRADESH,RAYADURG,India,9,9,7744.10,6866.00,0.000000
IN,TELANGANA,TANDUR,India,9,7,5973.29,5339.00,0.000000
IN,ANDHRA PRADESH,MUDINEPALLE,India,4,3,1716.00,1716.00,0.000000
IN,CHANDIGARH,CHANDIGARH,India,304,293,204470.05,191255.00,0.100000
IN,KERALA,UPPALA,India,7,7,4432.00,2396.00,0.000000
IN,ANDHRA PRADESH,NADIM TIRUVURU,India,9,4,2745.95,2065.00,0.000000
IN,UTTARAKHAND,DEHRADUN,India,594,569,402632.48,366397.00,0.190000
