Country,State,City,Region,TotalOrders,TotalUnitsSold,GrossRevenue,NetRevenue,GlobalRevenueSharePct
IN,KERALA,PAVARATTY,India,7,7,3888.95,3188.00,0.000000
IN,UTTAR PRADESH,TILHAR,India,2,2,1801.00,1801.00,0.000000
IN,KERALA,"PERUMCHERY  POST, THRISSUR",India,1,3,1497.00,1497.00,0.000000
IN,KERALA,PAPPINISSERI,India,1,1,329.00,329.00,0.000000
IN,WEST BENGAL,NABADWIP,India,17,14,7893.00,7110.00,0.000000
IN,WEST BENGAL,AHMADPUR,India,2,2,1079.00,1079.00,0.000000
IN,ASSAM,NAHARKATIYA,India,2,2,1246.00,1246.00,0.000000
IN,TAMIL NADU,AMBUR,India,19,17,11107.00,8892.00,0.010000
IN,DADRA AND NAGAR,SILVASSA(KILVANI NAKA),India,1,1,499.00,499.00,0.000000
IN,MAHARASHTRA,ELLORA,India,2,2,760.00,380.00,0.000000
IN,ANDHRA PRADESH,CHIRALA,India,20,25,16067.00,16067.00,0.010000
IN,GOA,"CALANGUTE, BARDEZ",India,2,2,1271.00,1271.00,0.000000
IN,ANDHRA PRADESH,KALYANDURG,India,2,2,993.00,993.00,0.000000
IN,UTTAR PRADESH,MIRZAPUR CUM VINDHYACHAL,India,21,17,10719.24,9687.00,0.010000
IN,MAHARASHTRA,DOMBIVALI WEST,India,3,2,2157.29,1523.00,0.000000
IN,UTTAR PRADESH,KALPI,India,4,3,1599.00,1599.00,0.000000
IN,TAMIL NADU,THIRUTHANGAL,India,4,4,2012.00,1467.00,0.000000
IN,MAHARASHTRA,DAHANU,India,14,10,6553.00,6553.00,0.000000
IN,GOA,MAJORDA,India,3,2,1170.00,1170.00,0.000000
IN,KERALA,THAZHAKARA,India,1,1,442.00,442.00,0.000000
IN,UTTAR PRADESH,"GHAZIABAD,SAHIBABAD",India,1,1,788.00,788.00,0.000000
IN,ANDHRA PRADESH,MARKAPUR,India,9,10,7280.76,6676.00,0.000000
IN,TAMIL NADU,"PALAYAMKOTTAI, TIRUNELVELI",India,2,2,1438.00,1438.00,0.000000
IN,UTTARAKHAND,HARDWAR,India,4,4,3204.00,3204.00,0.000000
IN,HIMACHAL PRADESH,AMB,India,3,1,1975.90,574.00,0.000000
IN,GUJARAT,ANKLESHWR,India,3,3,1689.00,1689.00,0.000000
IN,KERALA,KOZHIKODE,India,218,208,135617.10,118726.00,0.060000
IN,KERALA,VAKKOM,India,4,4,1862.00,1862.00,0.000000
IN,GOA,CANSAULIM,India,2,2,866.00,866.00,0.000000
IN,RAJASTHAN,KHETRI NAGAR,India,1,1,597.00,597.00,0.000000
UNITED KINGDOM,TX,FORT WORTH,Europe,218,640,191854.32,189038.49,0.090000
IN,ANDHRA PRADESH,AMALAPURAM,India,19,20,10240.00,10240.00,0.000000
IN,BIHAR,NTPC BARH TOWNSHIP,India,2,2,1234.00,1234.00,0.000000
IN,KERALA,UDUMBANCHOLA,India,5,5,3363.00,3363.00,0.000000
IN,WEST BENGAL,KANCHRAPARA,India,12,10,7707.43,6246.00,0.000000
IN,TAMIL NADU,KUMARAPALAYAM,India,17,21,10124.57,9496.00,0.000000
IN,WEST BENGAL,KALYANI,India,27,25,15168.00,14623.00,0.010000
IN,KARNATAKA,KANAKAPURA,India,11,8,4688.86,3966.00,0.000000
IN,KARNATAKA,KOLAR,India,33,25,13220.24,12166.00,0.010000
IN,TELANGANA,MUDHOLE,India,3,2,998.00,998.00,0.000000
IN,BIHAR,DANAPUR,India,3,3,1716.00,1716.00,0.000000
IN,KERALA,CHAVAKKAD,India,4,4,2526.00,2526.00,0.000000
IN,ANDHRA PRADESH,TADIPATRI,India,5,5,3265.00,3265.00,0.000000
IN,KARNATAKA,NANJANGUD,India,5,5,4976.00,3101.00,0.000000
IN,WEST BENGAL,JANGIPUR,India,3,3,2013.00,2013.00,0.000000
IN,GOA,SOUTH GOA-MARGAO,India,1,1,301.00,301.00,0.000000
IN,MADHYA PRADESH,BARWAHA,India,2,2,1270.00,1270.00,0.000000
IN,TAMIL NADU,ARALVAIMOZHI,India,3,3,1745.00,1745.00,0.000000
IN,MAHARASHTRA,VAIJAPUR,India,4,4,3406.00,3406.00,0.000000
IN,MEGHALAYA,GAROBADHA,India,2,2,965.00,965.00,0.000000
IN,KARNATAKA,KAIKAMBA,India,2,2,778.00,778.00,0.000000
IN,KARNATAKA,DODDABALLAPUR,India,4,3,2235.00,2235.00,0.000000
IN,MAHARASHTRA,SHEVGAON,India,10,9,6762.00,6762.00,0.000000
IN,KERALA,"KAKKODI MUKKU,KANNADICHAL ROAD",India,1,1,899.00,899.00,0.000000
IN,TAMIL NADU,ERUMAIPATTI,India,1,0,4124.76,0.00,0.000000
IN,TAMIL NADU,VIRUDHUNAGAR,India,23,24,15225.15,13768.00,0.010000
IN,TELANGANA,HYHYDERABAD,India,1,1,909.00,909.00,0.000000
IN,ASSAM,RAHA,India,1,1,636.00,636.00,0.000000
IN,MAHARASHTRA,TALEGAON MIDC,India,18,16,11341.29,9872.00,0.010000
IN,MAHARASHTRA,KARKAMB,India,1,1,597.00,597.00,0.000000
IN,UTTAR PRADESH,BALRAMPUR,India,7,6,4545.81,4082.00,0.000000
IN,KARNATAKA,THUMBE,India,4,3,2322.00,2322.00,0.000000
IN,MAHARASHTRA,TALEGÀON DABHADE PUNE,India,1,1,899.00,899.00,0.000000
IN,KERALA,VELLANIKKARA,India,7,3,1769.71,1424.00,0.000000
IN,HARYANA,KURUKSHETRA,India,36,35,23013.00,23013.00,0.010000
IN,ANDHRA PRADESH,GURZALA,India,8,7,5900.95,5480.00,0.000000
IN,ANDHRA PRADESH,SULLURUPETA,India,5,5,3176.00,3176.00,0.000000
IN,BIHAR,SASARAM,India,8,5,4611.95,3871.00,0.000000
IN,JHARKHAND,MAITHON,India,3,1,2501.26,574.00,0.000000
IN,RAJASTHAN,"GULABPURA, DISTT BHILWARA",India,1,1,544.00,544.00,0.000000
IN,ANDHRA PRADESH,PEDAPARUPUDI,India,1,1,692.00,692.00,0.000000
IN,KERALA,ERNAKULAM DISTRICT,India,4,3,3322.00,2622.00,0.000000
IN,MAHARASHTRA,DEULGAON RAJA,India,2,5,2254.00,2254.00,0.000000
IN,NEW DELHI,HARI NAGAR,India,2,2,1262.00,1262.00,0.000000
IN,TAMIL NADU,CHINNAMPALAYAM,India,5,3,3618.15,2041.00,0.000000
IN,KERALA,KARIYANNUR,India,2,2,1102.00,1102.00,0.000000
IN,ANDHRA PRADESH,NADAKUDURU,India,2,1,743.00,743.00,0.000000
IN,MAHARASHTRA,PUSAD MIDC,India,2,2,1521.00,1521.00,0.000000
IN,KERALA,"VENJARAMMOODU,THIRUVANANTHAPURAM",India,1,1,353.00,353.00,0.000000
IN,UTTAR PRADESH,HINDALCO INDUSTRIES LTD,India,7,7,3810.00,3293.00,0.000000
UNITED STATES,OH,COLUMBUS,North America,3521,10597,3237947.84,3134306.33,1.520000
IN,RAJASTHAN,DIDWANA,India,3,3,1582.00,1582.00,0.000000
IN,MADHYA PRADESH,GARHAKOTA,India,1,1,664.00,664.00,0.000000
IN,MAHARASHTRA,DOMBIVALI WEST - 421202,India,1,1,493.00,493.00,0.000000
IN,KERALA,KOVOOR,India,1,1,432.00,432.00,0.000000
IN,TAMIL NADU,PILLANALLUR,India,2,2,862.00,862.00,0.000000
IN,GOA,"OLD GOA, NORTH GOA DISTRICT",India,1,1,399.00,399.00,0.000000
IN,ANDHRA PRADESH,VISHAKHAPATNAM,India,1,1,759.00,759.00,0.000000
IN,MIZORAM,FALKAWN,India,1,1,735.00,735.00,0.000000
IN,KARNATAKA,KOLLUR,India,2,2,1620.00,1620.00,0.000000
IN,ANDHRA PRADESH,SANGAM,India,1,1,459.00,459.00,0.000000
IN,KARNATAKA,KARKALA TALUK,India,2,1,1194.86,612.00,0.000000
IN,TAMIL NADU,MUTTAYYAPURAM,India,1,1,301.00,301.00,0.000000
IN,TELANGANA,SURYAPET (TOWN) SURYAPET (DIST),India,1,1,635.00,635.00,0.000000
IN,BIHAR,GIDHAUR,India,1,0,0.00,0.00,0.000000
IN,KARNATAKA,BANGALORE 560062,India,1,1,416.00,416.00,0.000000
IN,KARNATAKA,HEBRI,India,1,1,832.00,832.00,0.000000
IN,TELANGANA,"KALLUR,KHAMMAM DIST",India,1,1,442.00,442.00,0.000000
IN,UTTAR PRADESH,PARASI/ANPARA,India,2,2,493.00,493.00,0.000000
IN,RAJASTHAN,MOUNT ABU,India,2,1,1186.00,1186.00,0.000000
IN,KERALA,"ALAPUZHA,KAYAMKULLAM",India,1,1,792.00,792.00,0.000000
IN,MAHARASHTRA,REVDANDA,India,1,1,545.00,545.00,0.000000
IN,MAHARASHTRA,MUMBAI MUMBAI,India,1,1,544.00,544.00,0.000000
IN,UTTAR PRADESH,AYODHYA,India,6,5,3093.00,3093.00,0.000000
IN,ANDHRA PRADESH,GANNAVARAM,India,5,3,3017.90,1186.00,0.000000
IN,MAHARASHTRA,KALYAN-DOMBIVLI,India,1,1,660.00,660.00,0.000000
IN,DELHI,SOUTH EAST DELHI,India,2,2,1286.00,1286.00,0.000000
IN,MAHARASHTRA,MHVEER SOCIETY JAVAL CHOKAK,India,1,1,471.00,471.00,0.000000
IN,UTTARAKHAND,SRINAGAR,India,3,3,1268.00,1268.00,0.000000
IN,MAHARASHTRA,DOMBIWALI (E),India,1,1,382.00,382.00,0.000000
IN,MAHARASHTRA,BULDHANA,India,2,2,870.00,870.00,0.000000
IN,UTTAR PRADESH,KURAOLI,India,3,3,2071.00,1300.00,0.000000
IN,MADHYA PRADESH,"PANDHURNA,",India,1,1,801.00,801.00,0.000000
IN,WEST BENGAL,"RAHARA BAZAR,KHARDAH",India,2,2,475.00,475.00,0.000000
IN,MAHARASHTRA,TALEGAON DABHADE PUNE,India,1,1,845.00,845.00,0.000000
IN,TAMIL NADU,MOHANUR,India,1,1,431.00,431.00,0.000000
IN,KARNATAKA,MUNIRABAD PROJECT AREA,India,2,2,1252.00,1252.00,0.000000
IN,KERALA,"MANNARKKAD , PALAKKAD",India,1,2,1515.00,1515.00,0.000000
IN,KERALA,VEILOOR,India,1,1,471.00,471.00,0.000000
IN,GOA,CORLIM,India,1,1,497.00,497.00,0.000000
IN,ANDHRA PRADESH,PAMIDI,India,3,3,1355.00,1355.00,0.000000
IN,TAMIL NADU,"MAMBAKKAM, CHINGLEPUT DIST",India,1,1,429.00,429.00,0.000000
IN,ANDHRA PRADESH,"VISAKHAPATNAM,VEPAGUNTA POST",India,1,0,0.00,0.00,0.000000
IN,MEGHALAYA,GARODOBA,India,1,1,625.00,625.00,0.000000
IN,TAMIL NADU,PAPPIREDDIPATTI,India,2,2,877.00,877.00,0.000000
IN,MADHYA PRADESH,NAGOD,India,1,1,759.00,759.00,0.000000
IN,MADHYA PRADESH,AJAYGARH,India,1,1,1164.00,1164.00,0.000000
IN,KERALA,KANJIRAPILLY,India,1,1,969.00,969.00,0.000000
IN,BIHAR,KOILWAR,India,1,2,1316.00,1316.00,0.000000
IN,HIMACHAL PRADESH,"MOHLI, DHARAMSHALA",India,1,1,495.00,495.00,0.000000
IN,TAMIL NADU,VANAGARAM,India,1,1,487.00,487.00,0.000000
IN,KARNATAKA,HABBUWADA KARWAR,India,1,1,1112.00,1112.00,0.000000
IN,PUNJAB,NANGAL,India,5,5,3592.00,3592.00,0.000000
IN,GUJARAT,IDAR,India,9,9,8606.96,6797.00,0.000000
IN,TELANGANA,HYD,India,1,1,1186.00,1186.00,0.000000
IN,KERALA,KATTUR,India,4,5,3738.00,3738.00,0.000000
IN,TELANGANA,"HYDERABAD,",India,2,2,1278.00,1278.00,0.000000
IN,MAHARASHTRA,DEVRUKH,India,1,1,518.00,0.00,0.000000
IN,WEST BENGAL,BAGDA,India,1,1,1043.00,1043.00,0.000000
IN,ANDHRA PRADESH,HYDERABAD,India,32,32,20302.00,19757.00,0.010000
IN,TAMIL NADU,THIRUPUVANAM SIVAGANGA DISTRICT,India,1,1,345.00,345.00,0.000000
IN,KARNATAKA,BANGALORE NORTH,India,3,3,1841.00,1841.00,0.000000
IN,RAJASTHAN,BANSWARA,India,20,19,14316.00,14316.00,0.010000
IN,WEST BENGAL,KALIMPONG,India,25,23,17547.00,17547.00,0.010000
IN,KARNATAKA,HUBBALLI,India,127,132,87379.80,76071.00,0.040000
IN,TELANGANA,JAYASHANKAR BHUPALPALLY,India,1,2,880.00,880.00,0.000000
IN,JAMMU & KASHMIR,RAMGARH,India,2,1,1481.86,759.00,0.000000
IN,ANDHRA PRADESH,MALIKIPURAM,India,2,2,1998.00,1998.00,0.000000
IN,KERALA,KARAMUCK,India,1,0,475.24,0.00,0.000000
IN,GUJARAT,MITHAPUR,India,2,1,999.00,999.00,0.000000
IN,TAMIL NADU,"NEELAKUDI, THIRUVARUR",India,1,1,744.00,744.00,0.000000
IN,ANDHRA PRADESH,VIZIANAGARAM,India,103,93,61570.43,53963.00,0.030000
IN,KERALA,PONMUNDAM,India,1,2,1486.00,0.00,0.000000
IN,TELANGANA,HYDERABAD-500018,India,1,1,750.00,750.00,0.000000
IN,UTTAR PRADESH,"INDIRAPURAM , GHAZIABAD",India,1,1,431.00,431.00,0.000000
UNITED STATES,NC,CHARLOTTE,North America,3606,10867,3311877.73,3218602.49,1.560000
IN,KERALA,THRIKKARUVA,India,1,1,432.00,432.00,0.000000
IN,JHARKHAND,HARINA,India,3,3,1683.00,1683.00,0.000000
IN,WEST BENGAL,ISLAMPUR,India,8,6,5499.14,4184.00,0.000000
IN,MAHARASHTRA,PUNE 36,India,2,3,1038.00,1038.00,0.000000
IN,MADHYA PRADESH,ICHHAWAR,India,1,1,1096.00,1096.00,0.000000
IN,TAMIL NADU,THURAIYUR,India,6,5,4866.00,3750.00,0.000000
IN,UTTAR PRADESH,KHAGA,India,1,1,771.00,771.00,0.000000
IN,UTTAR PRADESH,LALITPUR,India,13,12,9582.29,8848.00,0.000000
IN,MAHARASHTRA,MIRA ROAD,India,12,11,6792.00,6792.00,0.000000
IN,ODISHA,JEYPUR,India,10,9,4774.00,4774.00,0.000000
IN,ASSAM,PATHSALA,India,2,2,1078.00,1078.00,0.000000
IN,KERALA,"ERATUPETTA,KOTTAYAM(DISTRICT)",India,1,1,435.00,435.00,0.000000
IN,ANDHRA PRADESH,ADDANKI,India,9,10,5801.00,5801.00,0.000000
IN,MAHARASHTRA,"ARVI,DIST- WARDHA",India,2,2,2034.00,2034.00,0.000000
IN,RAJASTHAN,J ODHPUR,India,1,1,325.00,325.00,0.000000
IN,ODISHA,KORAPUT,India,24,23,17840.57,16421.00,0.010000
IN,KERALA,ADOOR,India,11,11,8126.00,8126.00,0.000000
IN,KARNATAKA,KADUR,India,15,12,5570.00,5570.00,0.000000
IN,HARYANA,PEHOWA,India,5,7,4254.00,4254.00,0.000000
IN,WEST BENGAL,AMTALA,India,2,1,1411.93,353.00,0.000000
IN,UTTAR PRADESH,RAE BARELI,India,35,34,27963.27,23425.00,0.010000
IN,ANDHRA PRADESH,ANADAPURAM,India,2,2,496.00,496.00,0.000000
IN,KERALA,"MANANTHAVADY,",India,1,1,449.00,449.00,0.000000
IN,KERALA,KODUNGALLUR,India,6,8,5836.00,5170.00,0.000000
IN,CHHATTISGARH,GAURELA,India,2,2,928.00,928.00,0.000000
IN,TAMIL NADU,TENKASI,India,32,40,23925.33,19568.00,0.010000
IN,KERALA,KUMARAKOM,India,4,3,1928.00,1928.00,0.000000
IN,MAHARASHTRA,"AKURDI, PUNE-35",India,1,0,0.00,0.00,0.000000
IN,BIHAR,NAUGACHHIA,India,5,5,6198.52,4229.00,0.000000
IN,BIHAR,RAGHUNATHPUR,India,4,3,1978.86,1456.00,0.000000
IN,CHHATTISGARH,CHIKHAL KASA,India,6,6,4874.00,4286.00,0.000000
IN,KARNATAKA,BANGALORE-78,India,2,2,471.00,471.00,0.000000
IN,HARYANA,SIRSA,India,18,16,11287.10,10409.00,0.010000
IN,ANDHRA PRADESH,RAMPACHODAVARAM.EAST GODAVARI DIST,India,2,2,1327.00,1327.00,0.000000
IN,KERALA,NEYYATTINKARA,India,17,16,7866.00,7490.00,0.000000
IN,MAHARASHTRA,MUMBAI 400071,India,1,1,396.00,396.00,0.000000
IN,MAHARASHTRA,"VASHI, NEW BOMBAY",India,1,1,471.00,471.00,0.000000
IN,UTTAR PRADESH,"GREATER NOIDA, SECTOR 1",India,1,1,522.00,522.00,0.000000
IN,PUNJAB,PHAGWARA,India,19,22,17412.71,15519.00,0.010000
IN,PUNJAB,PATTI,India,3,3,1237.00,1237.00,0.000000
IN,ANDHRA PRADESH,NAIDUPET-NELLORE DISTRICT,India,2,2,1751.00,1751.00,0.000000
IN,RAJASTHAN,KHETRI NAGAR JHUNJHUNU,India,2,2,807.00,807.00,0.000000
IN,MANIPUR,IMPHACITY,India,1,1,497.00,497.00,0.000000
IN,PUNJAB,MOGA,India,14,14,9296.00,8916.00,0.000000
IN,WEST BENGAL,"BEHALA, KOLKATA",India,4,2,1248.29,435.00,0.000000
IN,MAHARASHTRA,MANGON,India,1,1,387.00,387.00,0.000000
IN,ANDHRA PRADESH,JAGGAIAHPET,India,3,3,1369.00,1369.00,0.000000
IN,UTTAR PRADESH,KANPURKANPUR,India,2,1,319.00,319.00,0.000000
IN,ANDHRA PRADESH,UNGUTURU,India,4,4,2976.00,2241.00,0.000000
IN,Metro Hub,BENGALURU,India,26698,57547,4261916.00,4241440.00,2.000000
IN,ODISHA,SUNABEDA,India,7,7,5430.00,5430.00,0.000000
IN,PUNJAB,PATIYALA,India,2,2,874.00,874.00,0.000000
IN,GUJARAT,CHHAPI,India,2,2,967.00,967.00,0.000000
IN,KERALA,"ERANHOLI, THALASSERY",India,1,1,471.00,471.00,0.000000
IN,TAMIL NADU,KOLLUMANGUDI,India,2,3,1333.00,1333.00,0.000000
IN,HARYANA,"FARIDABAD, SECTOR-91",India,1,1,870.00,870.00,0.000000
IN,RAJASTHAN,KESHORAI PATAN DISTRICT BUNDI,India,7,8,3107.00,3107.00,0.000000
IN,UTTAR PRADESH,FATEHPUR DISTRICT,India,1,1,534.00,534.00,0.000000
IN,TAMIL NADU,SRIVILLIPUTHUR,India,11,11,7325.00,7325.00,0.000000
IN,TAMIL NADU,ULUNDURPET,India,1,1,641.00,641.00,0.000000
IN,UTTARAKHAND,SHAKTIGARH,India,1,1,1122.00,1122.00,0.000000
IN,KERALA,CHENGANNUR ALAPUZHA,India,1,1,736.00,736.00,0.000000
IN,RAJASTHAN,JAIPURJ,India,1,1,597.00,597.00,0.000000
IN,KARNATAKA,BENGALURU-560098,India,1,1,382.00,382.00,0.000000
IN,MAHARASHTRA,"DOMBIVLI WEST, THANE DIST",India,1,1,1127.00,1127.00,0.000000
IN,KERALA,ALAMCODE VANCHIYOOR THIRUVANANTHAPURAM DISTRICT,India,1,1,357.00,357.00,0.000000
IN,TELANGANA,KAZIPET,India,1,1,399.00,399.00,0.000000
IN,HIMACHAL PRADESH,SABATHU,India,1,0,0.00,0.00,0.000000
IN,RAJSTHAN,JAIPUR,India,1,1,443.00,443.00,0.000000
IN,UTTARAKHAND,BAHADRABAD GAS PLANT HARIDWAR,India,1,1,625.00,625.00,0.000000
IN,ODISHA,KUJANG,India,1,0,0.00,0.00,0.000000
IN,KERALA,"PALARIVATTOM, ERNAKULAM",India,1,1,692.00,692.00,0.000000
IN,RAJASTHAN,PAL ROAD JODHPUR,India,1,1,828.00,828.00,0.000000
IN,TAMIL NADU,MEKKAMANDABAM,India,1,1,788.00,788.00,0.000000
IN,MAHARASHTRA,SHIRALA,India,2,3,1397.00,1397.00,0.000000
IN,GUJARAT,BHILODA,India,1,1,292.00,292.00,0.000000
IN,SIKKIM,CONVOY GROUND,India,1,1,426.00,426.00,0.000000
IN,MAHARASHTRA,ANANTPUR,India,1,1,459.00,459.00,0.000000
IN,MADHYA PRADESH,KOTHRI,India,2,2,399.00,399.00,0.000000
IN,MAHARASHTRA,WARTHI,India,1,0,0.00,0.00,0.000000
IN,MAHARASHTRA,KOPARGAON,India,2,2,1607.00,1607.00,0.000000
IN,MAHARASHTRA,KALYAN DOMBIVLI,India,1,1,382.00,382.00,0.000000
IN,KERALA,CHANTHAVILA,India,1,2,1710.00,1710.00,0.000000
IN,TAMIL NADU,EDAPPADI,India,2,1,842.00,842.00,0.000000
IN,SIKKIM,RANIPOOL,India,1,1,1186.00,1186.00,0.000000
IN,HARYANA,KUNDLI INDUSTRIAL AREA,India,6,6,3627.00,3627.00,0.000000
IN,ANDHRA PRADESH,"TENALI, GUNTUR DISTRICT",India,1,5,4380.00,4380.00,0.000000
IN,TAMIL NADU,KEELAMANJAKUDI,India,1,1,693.00,693.00,0.000000
IN,UTTAR PRADESH,"GOVINDPURAM, GHAZIABAD",India,1,0,0.00,0.00,0.000000
IN,MADHYA PRADESH,MANDLESHWAR,India,2,2,1824.00,1824.00,0.000000
IN,DELHI,MOUJPUR NEW DELHI,India,1,1,999.00,999.00,0.000000
IN,UTTAR PRADESH,BASTI,India,26,26,18150.00,18150.00,0.010000
IN,ASSAM,KARIMGANJ,India,11,11,6745.00,6745.00,0.000000
IN,UTTARAKHAND,BHEL HARIDWAR,India,1,1,360.00,360.00,0.000000
IN,CHHATTISGARH,TUMGAON,India,2,2,982.00,491.00,0.000000
IN,TAMIL NADU,THIRUPARANKUNDRAM,India,2,1,1338.00,1338.00,0.000000
IN,ASSAM,JORHAT TOWN,India,2,1,399.00,0.00,0.000000
IN,UTTAR PRADESH,KHALILABAD,India,8,8,7057.96,5606.00,0.000000
IN,KARNATAKA,TERDAL,India,3,3,2305.00,2305.00,0.000000
IN,KERALA,"VENGOLA, PERUMBAVOOR",India,1,1,353.00,353.00,0.000000
IN,PUNJAB,SUJANPUR,India,8,6,5401.48,4971.00,0.000000
IN,MAHARASHTRA,THANE ( MIRA BHAYANDER),India,1,1,725.00,725.00,0.000000
IN,ODISHA,PIPILI,India,6,6,5272.00,5272.00,0.000000
IN,TAMIL NADU,MATHIGIRI HOSUR,India,1,1,435.00,435.00,0.000000
IN,TAMIL NADU,PUTHALAM,India,2,2,1883.00,1883.00,0.000000
IN,TAMIL NADU,NALLUR KANNIYAKUMARI DISTRICT,India,11,9,7168.10,5497.00,0.000000
IN,PUDUCHERRY,PUDUCHERRY 605001,India,1,1,432.00,432.00,0.000000
IN,MANIPUR,BISHNUPUR,India,3,2,1073.00,1073.00,0.000000
IN,GOA,BICHOLIM,India,19,20,10253.14,9816.00,0.000000
IN,UTTAR PRADESH,KUNDA; PRATAPGARH,India,2,2,1062.00,1062.00,0.000000
IN,GUJARAT,CHHOTA UDAIPUR,India,2,2,1359.00,1359.00,0.000000
IN,KERALA,CHANGANACHERRY,India,39,40,26426.57,22849.00,0.010000
IN,UTTAR PRADESH,ALLAHGANJ,India,1,1,969.00,969.00,0.000000
IN,ANDHRA PRADESH,BANDARULANKA,India,1,0,358.10,0.00,0.000000
IN,ANDHRA PRADESH,VIJAYAWADA,India,427,437,289773.18,260722.00,0.140000
IN,KARNATAKA,MYSORE,India,60,63,40121.46,37198.00,0.020000
IN,GUJARAT,AMRELI,India,9,5,4977.86,4315.00,0.000000
IN,ANDHRA PRADESH,TUNI,India,16,16,10135.32,6735.00,0.000000
IN,MAHARASHTRA,AMBERNATH EAST DIST THANE,India,1,1,399.00,399.00,0.000000
IN,RAJASTHAN,BHINMAL,India,2,2,2095.00,2095.00,0.000000
IN,KERALA,NJARACKAL P.O,India,1,1,1299.00,1299.00,0.000000
IN,WEST BENGAL,CHANDPUR NORTH TWENTY FOUR PARGANAS DISTRICT,India,1,1,788.00,788.00,0.000000
IN,KERALA,"HOSPITAL JN,ELAMPALOOR",India,2,2,899.00,899.00,0.000000
IN,MAHARASHTRA,SURGANA,India,1,1,523.00,523.00,0.000000
IN,BIHAR,BIHTA PATNA DISTRICT,India,9,7,6013.00,5313.00,0.000000
IN,ANDHRA PRADESH,PONDURA,India,2,2,1818.00,1818.00,0.000000
IN,UTTAR PRADESH,"ALIGANG, LUCKNOW",India,1,1,1257.00,1257.00,0.000000
IN,TELANGANA,WARANGAL RURAL,India,3,2,1141.00,1141.00,0.000000
IN,WEST BENGAL,TITAGARH,India,5,5,2589.00,2113.00,0.000000
IN,ASSAM,CHEKONIDHARA,India,3,3,2225.00,1052.00,0.000000
IN,ANDHRA PRADESH,BYPASSROAD KONDAPURAM,India,1,1,487.00,487.00,0.000000
IN,KERALA,KANNAMANGALAM ALAPPUZHA DISTRICT,India,7,7,4476.00,3851.00,0.000000
IN,TAMIL NADU,JALAGANDAPURAM,India,1,1,316.00,316.00,0.000000
IN,RJ,JODHPUR,India,1,1,355.00,355.00,0.000000
IN,MADHYA PRADESH,BHANPURA,India,1,1,599.00,599.00,0.000000
IN,MAHARASHTRA,AHMADNAGARA,India,1,1,885.00,885.00,0.000000
INDIA,PA,PHILADELPHIA,Global,706,2103,635587.06,614615.46,0.300000
IN,KERALA,HOSDURG,India,3,3,2209.00,2209.00,0.000000
IN,BIHAR,BARBIGHA,India,3,4,2135.00,2135.00,0.000000
IN,JHARKHAND,KHUNTI,India,10,8,6637.00,6261.00,0.000000
IN,MADHYA PRADESH,PIPLYA MANDI,India,1,1,563.00,563.00,0.000000
IN,KARNATAKA,BIDAR,India,58,51,35645.76,32115.00,0.020000
IN,TAMIL NADU,THIRUMANGALAM,India,5,5,4047.14,3430.00,0.000000
IN,GUJARAT,UKAI,India,2,2,1308.00,1308.00,0.000000
IN,KARNATAKA,BENGALURE,India,1,2,1585.00,1585.00,0.000000
IN,TAMIL NADU,NEW CHENNAI,India,1,1,449.00,449.00,0.000000
IN,KARNATAKA,BENGALURU-97,India,2,2,974.00,0.00,0.000000
IN,TAMIL NADU,SATTUR,India,6,6,4659.00,4659.00,0.000000
IN,UTTAR PRADESH,MAHOLI,India,2,2,1864.00,1864.00,0.000000
IN,RAJASTHAN,NAGAUR,India,17,19,12330.43,10892.00,0.010000
IN,TELANGANA,"MIYAPUR, HYDERABAD",India,2,2,1133.00,1133.00,0.000000
IN,ANDHRA PRADESH,RUSHIKONDA APIIC,India,15,15,9457.00,9457.00,0.000000
IN,MAHARASHTRA,ASHTI WARDHA DISTRICT,India,1,0,0.00,0.00,0.000000
IN,UTTAR PRADESH,MAUDAHA,India,1,1,487.00,487.00,0.000000
IN,WEST BENGAL,ALAIPUR,India,1,1,376.00,376.00,0.000000
IN,JHARKHAND,NIRSA DIST-DHANBAD,India,1,1,654.00,654.00,0.000000
IN,KERALA,"ETTUMANOOR,KOTTAYAM",India,1,1,435.00,435.00,0.000000
IN,UTTAR PRADESH,MUGHALSARAI,India,6,5,3344.00,3344.00,0.000000
IN,MADHYA PRADESH,CHURHAT,India,1,1,771.00,771.00,0.000000
IN,ASSAM,MIRZA,India,3,1,1524.14,387.00,0.000000
IN,KARNATAKA,MADDUR TOWN,India,1,1,499.00,499.00,0.000000
IN,KARNATAKA,DANDELI(UTTAR KANNADA),India,1,1,824.00,824.00,0.000000
IN,TAMIL NADU,AYAN KOLLAN KONDAN (PO) RAJAPALAYAM (TK),India,1,1,349.00,349.00,0.000000
IN,UTTAR PRADESH,KHAIRABAD MAU DISTRICT,India,2,2,1125.00,1125.00,0.000000
IN,MAHARASHTRA,"PUNE, MAHARASHTRA",India,1,1,899.00,899.00,0.000000
IN,ANDHRA PRADESH,KANIGIRI,India,8,8,5132.00,5132.00,0.000000
IN,KERALA,KIZHAKKAMBALAM,India,2,1,1851.29,0.00,0.000000
IN,UTTAR PRADESH,MAURAWAN,India,1,1,612.00,612.00,0.000000
IN,GOA,CARANZALEM - TISWADI,India,1,1,999.00,999.00,0.000000
IN,ANDHRA PRADESH,ANANTHAPUR,India,2,2,1284.00,1284.00,0.000000
